,Min,nb_ecole_1kms,nb_ecole_3kms,nb_ecole_5kms,nb_ecole_10kms,nb_ecole_20kms
0,1.0499570870595931,0,17,53,227,653
1,0.1800017658143778,11,56,153,644,1155
2,0.6676301086124337,1,3,10,17,97
3,0.1200378583308383,2,2,5,28,142
4,0.9808187065735304,1,107,329,807,1141
5,0.107073618392847,12,52,159,730,3310
6,0.0094487116004364,28,269,728,2565,5392
7,1.1645893959374405,0,1,4,30,127
8,0.5549415586827239,2,9,13,80,242
9,0.5750141685009214,1,7,11,67,195
10,0.2760000075104489,20,119,160,232,375
11,0.2899454040931981,14,72,151,372,1551
12,0.3170110213344281,1,1,4,22,189
13,0.5944126284126778,3,12,21,74,282
14,0.0894673496018221,67,380,826,2670,5718
15,0.182016933899601,91,470,1035,2829,5668
16,0.8843835931212841,1,2,9,79,323
17,0.7388358841270148,1,6,22,47,89
18,0.1810224903259177,18,161,448,1962,5058
19,0.3832674149994765,1,3,12,52,122
20,0.1021570208963891,14,49,76,105,174
21,0.5105752971397655,11,26,28,45,79
22,0.4287686463475166,5,22,47,114,1395
23,0.5717807142363303,6,26,71,162,560
24,0.9296572623406604,2,2,3,9,57
25,0.7232355865438017,2,9,20,183,556
26,0.6049774829251554,3,30,68,136,477
27,1.0373260756698133,0,6,11,23,189
28,0.260714008697142,2,2,3,9,39
29,0.2875826486179582,21,67,73,102,200
30,0.4695910665728708,3,16,18,26,81
31,0.5239289255200879,1,15,17,33,150
32,0.3250771008353855,13,106,132,182,317
33,0.1918180145704876,31,166,285,491,759
34,0.800036904420558,2,10,18,45,172
35,0.0720612265247456,28,226,533,2016,5132
36,0.203397904808955,16,46,53,64,81
37,0.4943512329714207,1,1,4,48,99
38,0.1545004687670666,7,112,331,1130,4105
39,0.3962501912111549,2,15,77,247,416
40,1.45540378099893,0,5,10,41,210
41,0.2844580920310744,4,28,46,83,310
42,0.055119084541546,29,154,277,498,758
43,0.3902709650129844,7,18,20,42,153
44,0.5559362800545631,4,7,13,66,350
45,0.7494222502648069,8,112,349,974,3931
46,0.634633279161765,9,107,352,996,3968
47,0.3517346574339752,6,32,46,78,239
48,0.2644876430226365,16,156,296,520,714
49,0.2525674738611215,8,88,235,736,3968
50,0.132102298137067,16,90,172,573,1827
51,1.4535432310913527,0,1,1,11,82
52,0.2423001154986033,14,17,20,41,152
53,0.7716323622317028,3,16,55,184,294
54,0.4485241709120218,6,80,294,1341,4747
55,0.4078114508751436,5,44,102,185,345
56,0.1426083008703543,54,506,966,2823,5678
57,0.2097931649959645,12,13,18,74,241
58,0.1398898469630613,41,247,767,2509,5555
59,0.6347782742406785,6,26,35,69,120
60,0.5794036097120511,7,90,193,732,3486
61,0.2320024558723491,14,153,352,717,1059
62,0.6948500134989276,4,7,8,15,29
63,0.5161078803147665,1,55,116,363,1788
64,1.0731204814109578,0,5,7,19,143
65,0.2627546352650907,11,46,58,119,535
66,0.660859974346959,1,3,7,41,172
67,0.2470908176709519,27,128,193,311,422
68,0.4572460162427619,16,140,416,1680,4810
69,0.6571579473999408,1,6,51,255,470
70,0.5006366229095828,1,1,1,5,52
71,0.1822706584597999,28,208,525,1851,5031
72,0.2627472598987729,8,49,223,715,1127
73,0.7494841655735727,2,37,129,241,362
74,0.4324886850009272,2,3,4,19,115
75,0.4575067438629265,2,2,2,9,41
76,0.2448231802776078,25,138,241,357,531
77,0.1087113572305746,23,282,668,2291,5514
78,1.2413380117652464,0,7,11,33,172
79,0.3637529592152318,28,192,515,1779,4993
80,0.2363130375380853,55,401,890,2679,5766
81,0.5149462454591968,2,6,10,42,191
82,0.9240173891599552,1,2,4,24,83
83,0.1722149265627897,12,69,116,136,182
84,0.2573961040791713,37,176,540,2002,5194
85,0.1232032627301305,31,424,905,2713,5604
86,0.5656346570156685,6,44,98,446,2127
87,0.107258912584145,29,427,1250,2915,5786
88,0.1895142828082381,59,370,811,2651,5676
89,0.3929038098187503,4,25,91,570,1023
90,0.5564665736616902,2,11,16,28,75
91,0.3671772699355583,8,36,70,135,223
92,0.484740521071596,1,1,7,62,182
93,0.2418231126575945,34,154,296,492,757
94,0.1560022896059041,20,123,298,1161,4261
95,0.4189907934692343,4,6,6,30,310
96,0.2809306233600244,16,63,74,115,234
97,0.1084290145199826,20,47,54,84,297
98,0.6555198156154468,2,7,19,66,148
99,0.7203458949785224,2,5,15,137,401
100,0.0431969663913407,18,108,148,182,276
101,0.1477523255125175,21,87,112,150,208
102,0.2992757468792437,1,1,2,22,74
103,0.2201733906317343,8,67,216,963,4419
104,0.2471585640127716,24,150,456,2111,5235
105,1.3361059008782872,0,2,2,10,86
106,0.1292959040375364,14,29,31,52,318
107,0.0972727456892431,18,146,427,1937,5152
108,0.6129402255563074,1,5,10,28,199
109,1.1241724901970818,0,26,65,150,528
110,0.957127302486134,2,12,83,272,426
111,0.3850029350652419,14,85,169,560,1739
112,0.6483693326807293,4,8,10,30,120
113,0.1528311201518624,17,144,558,2243,5285
114,0.2254071597589,14,95,277,1123,4525
115,1.141722213350116,0,34,52,65,106
116,0.690897596073726,4,4,4,9,25
117,1.1083350673477772,0,13,16,29,61
118,6.575775025309657,0,0,0,3,49
119,1.3506623616476554,0,3,6,25,131
120,0.4404555442885919,3,3,3,34,402
121,0.3887546873798185,7,20,25,37,128
122,0.0220661731838124,28,148,207,310,423
123,0.2795109978206648,2,2,5,20,93
124,0.2452930053750023,2,6,6,10,69
125,0.4786026157830558,4,8,23,56,163
126,0.1514043832346225,11,69,104,323,608
127,1.1913684490339111,0,60,121,412,1964
128,0.1716251916978545,30,110,135,180,315
129,1.0294673751284016,0,4,9,41,74
130,0.1370398320181692,46,360,813,2522,5742
131,0.2436832381949139,37,353,803,2791,5508
132,3.605939248707253,0,0,3,28,79
133,1.358753934198122,0,4,15,108,276
134,0.5083753262811049,4,6,19,70,354
135,0.4901290536144009,12,168,333,1467,5048
136,1.3540425041685231,0,3,9,22,114
137,0.1609127239658437,12,35,42,66,144
138,0.9599964538985696,2,27,97,236,304
139,0.2842283552276442,15,53,64,83,183
140,1.602590906221511,0,2,3,12,63
141,1.474006978161291,0,4,10,49,199
142,0.1082977569484387,12,113,344,1362,4820
143,0.6048220976745282,3,3,3,25,138
144,0.4580436592221069,17,382,1187,2866,5758
145,0.255812656995394,9,80,275,664,913
146,0.6602554112692702,2,4,11,22,154
147,0.4816734228535992,8,20,20,25,42
148,0.5578730608955117,1,1,1,11,90
149,0.7789265076050337,1,3,4,20,69
150,0.0827244635675179,6,19,64,136,194
151,0.4368566990617261,1,10,25,47,223
152,0.3049623893656099,28,139,404,817,1138
153,0.3351931111017653,1,1,3,27,95
154,0.1429716091932042,5,22,37,81,229
155,0.619029620500347,1,1,2,12,160
156,0.5959915034262306,5,7,11,19,70
157,0.924500405249661,1,1,5,26,64
158,1.299964937385057,0,4,6,51,238
159,0.4261144870628914,1,6,6,15,92
160,0.5373184848811703,5,7,8,18,79
161,0.5946901085680093,1,4,22,148,313
162,0.9363202532356616,2,34,50,86,181
163,0.4808342722246259,6,46,58,72,137
164,0.2231092428013951,3,10,28,98,186
165,0.3614724210112858,9,93,301,689,930
166,0.2693616367417665,15,94,147,206,346
167,0.4727242661589781,6,111,193,254,361
168,0.3378152273646364,3,44,75,137,226
169,0.073818765058519,61,373,937,2691,5810
170,0.3121504168253698,15,44,48,101,223
171,0.7087145676360855,7,57,196,483,675
172,0.2567851705004627,4,18,37,75,215
173,0.3692410971055188,20,305,840,2650,5514
174,0.9818372886576388,1,10,37,137,672
175,0.0147732231551114,59,379,1040,2875,5681
176,0.1407991254639891,4,6,11,28,125
177,1.2228210708944485,0,4,12,42,84
178,0.3957433587361139,12,46,123,406,1394
179,0.5127026778198145,2,21,32,50,305
180,0.6385684531535433,1,2,14,43,202
181,0.0784365601584939,10,65,229,1016,4423
182,0.3367384168477744,12,69,260,1084,4672
183,0.4588327550784421,19,117,228,328,466
184,0.1747966784939175,15,27,32,41,67
185,0.127064271431801,28,128,193,312,422
186,0.161153916397647,3,4,5,44,264
187,0.1806597789972225,29,102,145,216,348
188,0.9686792848060716,1,17,103,486,1137
189,0.0938382000124533,12,53,83,186,339
190,0.1966307280963214,59,515,1190,2916,5781
191,0.3216498718994101,2,4,9,110,238
192,1.408119759054404,0,2,5,40,161
193,0.202284628426378,5,5,5,11,69
194,0.5544193520797968,3,10,23,169,298
195,0.4481856664949816,11,44,65,184,571
196,0.7651979870738297,4,14,43,195,350
197,0.5090100348778073,4,46,142,900,3868
198,0.6204314475345101,3,7,18,132,356
199,0.0275436426396704,22,375,1074,2812,5727
200,0.7933042739551439,1,2,6,22,111
201,0.296855844410327,5,6,9,23,107
202,0.1608224335016437,14,104,170,238,318
203,0.8717356895199407,4,10,11,27,129
204,0.5573317752428971,1,1,2,9,48
205,0.588378777293205,2,14,20,25,85
206,1.3177901761244517,0,3,11,33,96
207,0.6303156667165385,3,46,57,148,323
208,0.2584933501019041,10,17,18,31,81
209,0.2263501554856417,35,191,452,823,1110
210,0.1933729703673903,1,1,1,15,87
211,0.2277260309843104,16,26,32,42,83
212,0.4706935771031195,5,8,17,122,684
213,0.3361869822802385,11,59,251,1103,4568
214,0.0516493919342669,57,468,1128,2847,5832
215,0.1121539212445674,15,170,332,1516,5103
216,1.3878402681266293,0,2,5,28,112
217,0.7493788154890435,8,83,207,799,4136
218,0.0646836438773614,23,46,90,191,345
219,0.1312098711725332,9,17,21,40,152
220,0.4761320590114217,1,1,6,22,104
221,1.0202351061887256,0,52,106,142,317
222,0.1614851376437653,32,246,603,2352,5292
223,0.5435658019699912,3,7,13,43,461
224,0.4390300117822325,15,53,73,99,189
225,0.3237736981870052,9,20,35,177,1089
226,0.3060845774569916,2,8,20,48,146
227,0.0535512551159594,15,77,125,171,270
228,0.14856674853109,21,105,159,216,311
229,1.2159395170634035,0,4,12,42,177
230,0.1362631444460265,34,166,283,487,759
231,0.9010632503159558,1,6,14,43,145
232,0.2462951560060369,35,137,195,310,424
233,0.6827239335740174,4,8,10,31,146
234,0.6701004068933969,1,1,3,21,158
235,0.0462219910336264,12,156,365,1629,4968
236,0.9718491178569684,1,8,15,35,278
237,0.1409419492755409,27,152,273,479,757
238,0.2713183499340929,13,43,46,53,141
239,0.3633436003852718,1,2,2,26,102
240,0.1586720912515279,21,39,45,61,102
241,0.541248130511618,6,42,56,124,794
242,0.2286902720873212,27,242,601,2152,5432
243,0.2307095141954569,23,107,163,203,271
244,1.9596487416536292,0,4,6,22,83
245,0.9236157091085196,1,1,2,13,85
246,0.0255519097910914,19,97,111,173,414
247,0.8534125356540532,1,2,4,20,46
248,0.0604570043194321,19,68,73,102,200
249,0.7825831046328837,5,65,71,96,199
250,0.1349974754602135,21,130,159,235,368
251,5.824660925584086,0,0,0,6,30
252,0.1056533664025226,34,237,808,2600,5547
253,0.6300309000993478,2,6,8,17,87
254,0.6615935892929056,12,50,52,74,146
255,0.4079569087930804,1,2,3,28,57
256,0.3074933956364825,1,1,3,54,139
257,1.2546722257735128,0,27,51,65,106
258,0.6616787203651351,1,4,10,42,188
259,1.4506665546202424,0,27,85,448,764
260,1.102266274516571,0,9,12,29,308
261,0.1099880622395378,45,255,837,2635,5582
262,0.490871238434679,12,98,235,726,2970
263,0.0125056897924063,10,20,28,42,100
264,0.4293511972199291,15,160,457,1745,4871
265,2.083944518386411,0,1,1,8,32
266,0.4544364953469528,1,6,15,87,175
267,0.0406216692669336,13,33,92,320,444
268,0.1946483531325996,3,10,31,48,84
269,0.1291622771119089,25,144,244,510,850
270,0.2202776616906507,33,125,193,313,422
271,0.1147442035506752,5,16,30,172,631
272,0.652779078586307,2,5,7,10,45
273,0.4444126010143692,23,147,225,329,455
274,0.1941401443384643,41,143,273,511,701
275,0.2001713343181563,9,72,171,460,842
276,0.0761724493681027,21,44,57,73,119
277,1.0442924440934338,0,5,9,30,122
278,0.5054844882585352,2,7,14,18,236
279,1.2433701593739006,0,47,143,310,458
280,0.2016888270875549,5,38,69,295,832
281,0.1554895178158649,26,63,72,113,208
282,0.6745075171889802,2,5,11,61,274
283,0.4968451362930736,1,2,5,26,148
284,0.4993765230811033,5,22,38,78,252
285,0.4971969790880862,2,19,39,149,1278
286,0.280808221850007,17,26,32,42,83
287,0.4308690381126753,1,1,2,12,39
288,0.9664153545303704,1,2,3,9,54
289,0.1507171438243395,16,45,53,64,81
290,1.304856987354101,0,3,6,24,130
291,0.481606381336855,1,1,5,13,74
292,0.4821039105317659,19,220,718,2433,5481
293,0.5751605648954486,9,44,59,106,476
294,0.1907609456347016,19,251,706,2481,5371
295,0.2693148095191357,39,364,916,2762,5692
296,0.0738428275482072,21,167,587,2323,5541
297,0.2238438188044477,6,37,109,215,385
298,0.137434858067446,10,44,65,175,557
299,0.4589756047918177,4,4,7,25,89
300,0.8200408201797315,1,10,12,30,114
301,0.1952857592293062,1,13,35,175,333
302,0.1809156512365879,26,231,780,2581,5516
303,0.2488019415960923,30,162,283,485,756
304,0.3099657685734708,4,48,70,106,215
305,0.5595564642699169,3,20,27,66,334
306,0.678171641320261,12,25,107,207,416
307,1.3475340641008953,0,4,5,9,83
308,0.0979182154561184,26,195,585,2179,5226
309,1.6853318257344208,0,1,7,55,214
310,0.1943715484310398,6,6,12,46,301
311,1.241192789639281,0,12,29,129,314
312,1.6200497458950125,0,4,4,9,27
313,0.1198087918399657,55,373,1002,2875,5648
314,0.429389062500139,2,4,8,89,177
315,0.6389635736769667,4,6,7,11,87
316,0.5057832385005521,1,1,1,8,51
317,1.98230918793086,0,2,3,10,65
318,0.0806512503645784,49,367,1009,2878,5648
319,0.7618646449436567,1,1,9,89,228
320,0.1269521860780638,14,51,62,76,156
321,1.2191514158717471,0,25,106,190,378
322,3.440357998559751,0,0,5,29,52
323,0.4054826755617713,5,10,24,200,309
324,0.7078455910306494,2,20,87,216,330
325,0.4763402769167634,3,3,4,20,178
326,0.1284955319036727,9,42,89,239,650
327,0.2490360540327035,36,393,869,2697,5576
328,0.4838964082799312,2,4,6,23,74
329,0.215672599242052,1,1,1,1,22
330,0.2578478034882855,7,11,13,27,74
331,0.8180946623294498,1,5,10,57,303
332,0.2522683991525416,27,46,59,95,182
333,0.6165866622734024,5,16,25,39,141
334,1.2920956852745302,0,7,48,170,727
335,0.1629181375013656,2,6,25,78,348
336,0.1687169293993431,13,38,80,151,778
337,0.4276734262734669,2,2,13,52,273
338,0.5650985590887246,4,7,7,12,70
339,0.2897591795527897,2,2,7,54,96
340,1.0607827330641997,0,5,13,57,137
341,1.2350340464923346,0,3,3,6,56
342,0.1078867127413165,17,107,148,182,276
343,0.9633126469945016,1,7,18,26,78
344,0.0861427598214117,18,83,108,146,234
345,1.1464085797428605,0,1,3,16,105
346,0.2245799965030027,21,143,512,1983,5191
347,0.158561904202232,17,25,35,65,116
348,0.5311413005740483,2,14,20,25,84
349,0.2090262112849144,8,27,63,145,511
350,0.7376306543532843,3,28,55,161,856
351,0.6557165477884737,5,10,13,43,129
352,1.3939342382026654,0,1,2,9,19
353,0.7618832083024721,1,5,13,41,199
354,0.0734328251620037,32,280,765,2587,5536
355,0.2584510538584049,9,99,184,249,362
356,0.4373625439585019,10,29,33,54,95
357,0.3036978151959216,2,15,19,37,71
358,0.4826546103865924,3,14,57,201,565
359,0.6477512867459791,4,6,11,34,86
360,0.215482540354083,15,25,31,71,187
361,0.3150534132932407,29,139,208,311,421
362,0.3781025136716825,2,2,5,8,47
363,0.9079889149873326,1,5,16,75,584
364,0.262800636797999,34,134,198,310,424
365,0.1003106122247438,24,124,238,334,458
366,0.8544048843970249,1,3,12,96,255
367,1.3169649921959736,0,3,3,14,77
368,0.4439050484019853,15,93,152,206,259
369,0.3433208236507761,16,124,441,1967,5242
370,0.1753443194038081,25,94,107,151,309
371,0.3238946408422043,9,27,32,64,117
372,0.8582371187600057,2,15,23,39,145
373,0.4110115554824138,4,21,87,222,327
374,0.4348759944374095,8,31,53,68,109
375,0.3291710362764731,9,24,56,277,707
376,0.4117644168453948,7,16,17,24,57
377,0.0173340116954821,73,508,1119,2847,5798
378,0.13012117199742,16,76,99,139,246
379,0.5381605394013962,1,2,8,31,99
380,0.0206736868001036,8,20,27,42,103
381,0.394197639867009,13,91,117,176,413
382,0.7959649663525868,1,1,7,18,64
383,0.0823966018357157,7,63,109,147,312
384,0.2930373073884724,14,45,55,167,558
385,0.1316310235318859,23,192,597,2334,5354
386,0.4652595398395988,4,5,10,56,303
387,0.3802764614913653,20,184,427,1380,4619
388,0.0145276989339872,33,334,762,2725,5483
389,0.3850778079541498,14,44,66,87,182
390,0.6031693727583821,11,44,85,185,337
391,1.3868506707560375,0,28,52,65,104
392,0.844850681722504,4,38,78,184,334
393,0.7074692771169097,1,7,12,61,170
394,1.0251499728808509,0,6,10,103,174
395,0.4592758599559011,6,22,41,182,1016
396,0.3988089227800717,1,5,14,117,501
397,0.1614512286146712,3,4,16,26,112
398,0.9539338183875872,1,29,51,65,104
399,5.355466783857861,0,0,0,10,31
400,0.2830227895861185,9,33,54,68,109
401,5.559295971240776,0,0,0,15,27
402,0.4879845101515232,22,95,149,183,282
403,0.5322680671831764,1,1,3,38,77
404,0.3513615143324977,3,25,29,47,98
405,0.2104667965454382,11,26,29,53,108
406,0.2833417546062136,27,155,291,517,715
407,0.2963427187581785,28,93,170,235,304
408,1.5629246228148443,0,1,1,7,10
409,0.6234228377579892,3,16,40,171,348
410,0.8016489995770654,2,183,491,2094,5170
411,1.3349050304717245,0,3,8,29,111
412,0.2671339239028714,26,188,429,2031,5125
413,0.1936142976847767,36,320,781,2478,5707
414,0.2369655209937743,15,47,93,253,648
415,1.1718579338620816,0,2,6,48,216
416,1.0235309333181533,0,7,10,27,100
417,0.1454025921764657,65,381,850,2692,5730
418,0.4588397968287968,7,123,363,733,1015
419,0.2986379758998019,19,74,102,139,260
420,0.4250762976375419,2,6,16,96,261
421,0.3952861816951489,19,153,349,768,1142
422,0.347809690037821,4,5,13,67,305
423,0.6866724214440232,4,6,10,28,131
424,0.609027022178702,3,3,4,25,165
425,0.5828132214941666,8,13,19,37,130
426,0.0878167455403203,52,136,252,329,460
427,0.0683226882025859,59,362,946,2764,5772
428,0.1638069883805512,26,155,278,493,756
429,0.1881794575502247,18,41,46,89,183
430,0.6966457579325639,5,50,124,339,1157
431,0.1349510909800751,10,11,13,47,326
432,0.2022280395691201,17,50,56,81,156
433,0.3784276243582288,6,54,75,110,211
434,1.8065559746269937,0,2,2,6,58
435,0.9512269140074802,2,2,2,5,24
436,1.4058140928145983,0,2,7,25,204
437,0.0393541732826281,4,18,36,222,718
438,0.1050687931341478,5,43,116,313,513
439,0.2731492237412291,15,30,42,76,231
440,0.2312165061376118,6,96,202,858,4457
441,0.1856570575791558,22,64,74,101,198
442,0.1305969805983107,49,484,1189,2916,5770
443,0.5681431405480248,1,1,18,63,116
444,1.1307905411925714,0,37,74,280,708
445,0.9537306460931182,1,3,3,7,54
446,0.4830764970011634,4,6,7,11,79
447,0.0619718830807103,35,240,611,2427,5334
448,0.952940301778624,2,5,12,115,390
449,0.5223371637007604,1,1,2,19,108
450,0.3755464778923529,2,10,35,164,457
451,1.4192218016964588,0,1,6,21,92
452,0.9375292014724552,2,5,13,59,151
453,1.0015674925458569,0,2,5,39,81
454,1.4241468300282607,0,7,9,32,159
455,0.2062946148061948,4,4,5,7,77
456,0.1914251077757343,1,1,1,17,82
457,3.874410762581906,0,0,1,14,33
458,0.5510796578282283,8,31,53,70,109
459,0.1157900151301716,2,11,23,136,616
460,0.4370379232728348,1,4,7,40,145
461,0.5991786911837125,10,49,104,134,179
462,0.2377477652304116,4,4,4,11,73
463,0.2802568620612555,1,1,4,16,113
464,0.427270066267456,6,64,154,445,677
465,0.1302029904333823,11,25,34,39,69
466,0.5235405533036609,4,4,9,53,276
467,0.0733793976229023,70,372,818,2606,5714
468,0.1851936155096492,10,15,17,33,200
469,0.4769334064481291,4,5,7,25,85
470,0.7747173469834553,3,5,7,40,369
471,0.8774091323172755,1,1,1,15,91
472,1.4540132572334683,0,6,13,30,156
473,0.7028515968705951,3,3,4,59,135
474,1.0439592559529358,0,3,7,11,48
475,0.5603867398076501,7,18,20,28,63
476,0.2621784064347915,29,382,837,2596,5772
477,0.3574542295894779,17,121,168,205,272
478,0.6738040651401714,3,30,51,65,105
479,0.0972844796805678,24,85,151,664,3581
480,0.6149179405880996,1,19,32,109,356
481,0.6746611148449517,16,38,58,140,914
482,0.2354888951809294,16,200,491,730,989
483,0.4631242610302046,1,1,10,20,142
484,0.1412523176053731,46,354,956,2861,5609
485,0.5198930195916444,5,5,5,9,26
486,0.4046690448476422,6,21,23,35,109
487,0.2688446085609586,28,88,172,235,304
488,0.8646408665771342,1,14,72,210,1199
489,0.3875277065512567,4,40,41,69,110
490,0.1535927456384368,38,161,287,487,758
491,0.7376822229904626,2,2,14,26,94
492,0.5732172685986623,5,10,50,201,371
493,0.3493188654453183,40,446,897,2749,5637
494,0.3132710472387349,29,127,191,315,423
495,1.9857273838010996,0,1,2,11,37
496,0.6434837024249578,3,21,45,335,1130
497,0.1871478552728099,11,48,130,547,2079
498,1.0212358292428985,0,6,22,54,162
499,0.8196233761363618,1,3,6,13,93
500,0.1941652880322637,17,63,75,116,238
501,0.1304834882808016,18,41,60,169,553
502,0.7708162757640605,1,4,9,45,182
503,0.1878361531455326,18,102,173,238,323
504,0.0897003590592426,12,30,36,56,122
505,0.482554449666023,5,68,174,322,436
506,0.1178449042175151,9,43,59,155,331
507,0.5851302628427197,1,1,1,13,93
508,0.422513248428552,6,13,18,48,287
509,0.0471506238330501,51,509,980,2808,5720
510,0.1395248589290462,38,164,279,486,757
511,1.0786432900423089,0,29,103,465,771
512,0.3915575773493127,16,106,135,177,320
513,1.2069915480330686,0,9,12,30,97
514,0.4359784523314153,8,24,30,49,98
515,0.1354704014887418,62,380,1022,2868,5670
516,0.1409362216222793,30,455,1236,2906,5786
517,1.7227152121826432,0,1,5,14,123
518,0.6069276075183299,1,4,8,24,143
519,0.1345084395435379,15,152,295,519,715
520,0.3008226703872691,1,1,4,17,48
521,2.7588693845770043,0,1,8,17,113
522,0.9916908140775236,1,5,6,12,50
523,0.2715247559830666,1,5,11,32,66
524,0.3578028965539478,1,5,13,97,177
525,0.0840338674260204,66,366,933,2871,5636
526,0.2352880271177963,17,109,156,197,289
527,0.4850136530315466,20,120,168,205,271
528,0.2431809446011902,32,153,298,492,759
529,1.47430630520825,0,1,1,4,14
530,1.642612357316383,0,2,2,14,59
531,0.3035777480440389,11,131,272,413,556
532,0.3813761766152299,3,26,32,60,200
533,1.9240711145725584,0,4,5,46,149
534,0.0418096485201913,9,15,17,22,35
535,0.6664382846805825,3,3,3,5,39
536,0.9089872089649648,1,2,4,17,67
537,0.8600989057418735,2,8,13,103,1043
538,0.0337587790553167,63,432,1063,2822,5791
539,0.2211451242274317,9,20,26,42,101
540,0.190584012607812,13,80,160,235,317
541,0.4710726266118842,6,6,7,15,44
542,1.1507620558468232,0,9,37,156,433
543,0.2533950630859166,31,107,166,241,302
544,1.7037424697834844,0,2,3,17,69
545,1.1609347223061917,0,4,5,45,377
546,1.0304931263740127,0,2,32,97,237
547,0.9346034668521548,4,18,20,29,88
548,0.1686675731157752,14,102,318,1530,4875
549,0.1834522159342015,94,490,1023,2833,5682
550,1.2200831591539496,0,1,9,38,106
551,0.5378673776019918,3,11,15,29,200
552,0.6739341181978582,2,14,26,74,618
553,0.3429655482870781,1,1,6,20,120
554,0.7982510367482883,2,6,8,23,86
555,0.2830314271698074,22,97,114,180,428
556,0.0686170337215057,3,15,24,86,407
557,0.7881866450798258,4,22,46,182,390
558,0.4148123433622739,10,39,39,64,117
559,0.8756785706802857,1,3,11,35,143
560,0.1980646853074848,63,510,1164,2909,5761
561,0.0289408687294562,16,131,241,354,530
562,0.2295529527970895,4,21,48,188,679
563,0.1432776770314548,54,263,453,734,980
564,0.2332640422017333,7,60,148,318,448
565,0.0590749725839628,13,44,77,152,779
566,3.801408612722036,0,0,3,18,94
567,0.4096710165278424,7,37,101,617,963
568,0.3025703489887904,35,158,226,347,535
569,0.5030689791928915,17,49,52,74,137
570,0.495858197091915,2,6,7,28,305
571,0.4167749830679002,3,4,14,92,227
572,0.588100216238257,3,5,16,67,635
573,0.263329660765877,37,165,284,486,758
574,0.6024133259125003,1,5,10,32,63
575,0.494005669737963,2,4,8,17,150
576,0.0690170204631235,10,132,365,1329,4648
577,0.1293088500700866,17,65,89,147,239
578,0.2236835106699794,59,427,991,2868,5668
579,0.4980908158715544,3,12,19,43,71
580,0.0700616658000437,19,56,88,190,339
581,0.4465475319478222,1,3,13,48,299
582,0.2777040744362603,20,189,514,2110,5197
583,0.0536207478423375,7,73,99,169,506
584,0.1846940105217561,14,97,162,242,303
585,0.8128733661126982,1,9,10,13,20
586,0.2846587715787929,21,84,147,206,259
587,0.3974009576760621,7,34,40,68,127
588,0.7093202430219571,2,28,33,68,122
589,0.2102458138505292,5,5,6,18,82
590,0.5093265448649809,4,32,152,475,1566
591,0.6540692702562507,13,20,23,43,110
592,0.950592535090648,2,4,5,33,114
593,0.5274965402833808,6,8,9,51,272
594,0.1143283523538683,47,234,780,2518,5538
595,0.3399039644399382,9,55,109,431,2425
596,0.9000854761096982,2,5,8,22,82
597,0.4192884893707756,7,30,37,45,76
598,0.6408681741042369,2,4,10,42,82
599,0.5329136700941108,5,138,512,2172,5422
600,0.4972420168152114,2,2,4,31,96
601,0.5088493891077944,10,72,160,222,308
602,0.1182582177158008,17,40,88,328,1629
603,1.222781457847158,0,2,5,34,99
604,0.2652643695864539,5,64,211,500,675
605,0.301634316497781,17,217,583,2309,5642
606,0.9353569257117016,2,16,60,164,347
607,1.0977033009375778,0,27,30,51,102
608,0.1691280008040041,2,2,6,22,101
609,0.3070930123648818,2,7,15,29,78
610,0.2379778246092592,16,88,118,183,292
611,0.6511450066501348,1,2,12,48,178
612,3.189442439329902,0,0,5,12,61
613,0.8601079290845718,1,3,11,61,231
614,0.0812050191940976,54,496,969,2832,5653
615,0.6879584547089724,4,32,91,332,1809
616,0.9963301231240572,1,83,212,403,1432
617,0.9458358845782217,3,4,4,65,397
618,0.2951471035559974,4,20,28,93,216
619,0.3304444746623881,2,3,21,34,80
620,0.3890816509940171,11,66,172,519,1747
621,0.1709261184014721,66,372,832,2663,5735
622,0.3074308289895853,5,16,44,71,152
623,0.4783864987140254,1,3,6,33,166
624,1.629369581549282,0,4,5,28,92
625,0.1064941233254303,42,243,796,2547,5558
626,0.5942916235470643,2,11,14,34,107
627,0.3858565159330857,9,65,175,765,3474
628,0.1399283414265406,32,198,428,841,1116
629,4.135924162242799,0,0,1,8,33
630,0.6893619342480252,2,3,3,6,46
631,0.2829920297836995,70,506,1066,2817,5780
632,0.3087657181651428,13,213,415,1698,4916
633,0.7265144825258179,1,36,119,189,377
634,0.7421276584042267,1,22,57,100,188
635,0.2724227611336491,7,7,9,26,134
636,0.0400115395440035,31,262,687,2476,5355
637,0.1992284005688038,17,55,58,77,180
638,0.7971901490393243,2,4,6,9,15
639,0.1513155830633011,32,157,291,484,757
640,0.0588645113940527,13,30,36,56,122
641,0.435125988746238,29,153,238,360,533
642,0.1487491097161445,23,124,156,236,372
643,3.989581796021756,0,0,1,6,40
644,0.2281890421059467,7,12,14,31,85
645,0.9111304341504568,1,2,2,10,36
646,0.1579524658406293,37,465,1213,2900,5790
647,0.5825291738800956,1,8,9,15,76
648,1.197199097558471,0,32,51,68,104
649,0.0913446977148969,26,64,72,111,205
650,0.450646895970495,1,5,11,47,203
651,1.3626833952164432,0,7,8,13,34
652,0.5451971336956221,6,27,46,96,311
653,0.5144559519191493,5,50,116,190,411
654,0.9203292145123008,1,1,1,16,73
