Code plate-forme;Code gare;Code UIC;Date fin validité plateforme;Intitulé plateforme;Code postal;Code Commune;Commune;Code département;Département;Longitude;Latitude;Segment DRG;Niveau de service;RG;TVSs;SOPs;Gare;Intitulé gare;Intitulé fronton de gare;Gare DRG;Gare étrangère;DTG;Région SNCF;Unité gare;UT;Nbre plateformes;TVS;WGS 84
01441-1;01441;0087546192;;Pont de Rungis Aéroport d'Orly;94150;073;Thiais;94;Val-de-Marne;2.372792;48.748163;b;;GARES B IDF LIGNE C;"[{""TVS_Code"": ""PRU""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Pont de Rungis Aéroport d'Orly"", ""Alias_Libelle_Fronton"": ""Pont de Rungis Aéroport d'Orly"", ""AgenceGC_Libelle"": ""Direction Générale des Gares Île-de-France"", ""RegionSNCF_Libelle"": ""REGION DE PARIS RIVE GAUCHE"", ""UG_Libelle"": null, ""UT_Libelle"": ""PONT DE RUNGIS AEROPORT D ORLY""}";Pont de Rungis Aéroport d'Orly;Pont de Rungis Aéroport d'Orly;True;False;Direction Générale des Gares Île-de-France;REGION DE PARIS RIVE GAUCHE;;PONT DE RUNGIS AEROPORT D ORLY;1;PRU;48.748163,2.372792
01450-1;01450;0087545491;;Breuillet Village;91650;105;Breuillet;91;Essonne;2.171207;48.564776;b;;GARES B IDF LIGNE C;"[{""TVS_Code"": ""BRW""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Breuillet Village"", ""Alias_Libelle_Fronton"": ""Breuillet Village"", ""AgenceGC_Libelle"": ""Direction Générale des Gares Île-de-France"", ""RegionSNCF_Libelle"": ""REGION DE PARIS RIVE GAUCHE"", ""UG_Libelle"": null, ""UT_Libelle"": ""BREUILLET VILLAGE GARE""}";Breuillet Village;Breuillet Village;True;False;Direction Générale des Gares Île-de-France;REGION DE PARIS RIVE GAUCHE;;BREUILLET VILLAGE GARE;1;BRW;48.564776,2.171207
01457-1;01457;0087545293;;Vitry-sur-Seine;94400;081;Vitry-sur-Seine;94;Val-de-Marne;2.402229;48.800768;b;;GARES B IDF LIGNE C;"[{""TVS_Code"": ""VYB""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Vitry-sur-Seine"", ""Alias_Libelle_Fronton"": ""Vitry-sur-Seine"", ""AgenceGC_Libelle"": ""Direction Générale des Gares Île-de-France"", ""RegionSNCF_Libelle"": ""REGION DE PARIS RIVE GAUCHE"", ""UG_Libelle"": null, ""UT_Libelle"": ""VITRY SUR SEINE GARE""}";Vitry-sur-Seine;Vitry-sur-Seine;True;False;Direction Générale des Gares Île-de-France;REGION DE PARIS RIVE GAUCHE;;VITRY SUR SEINE GARE;1;VYB;48.800768,2.402229
01471-1;01471;0087545152;;Chamarande;91730;132;Chamarande;91;Essonne;2.215854;48.514244;b;;GARES B IDF LIGNE C;"[{""TVS_Code"": ""CHK""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Chamarande"", ""Alias_Libelle_Fronton"": ""Chamarande"", ""AgenceGC_Libelle"": ""Direction Générale des Gares Île-de-France"", ""RegionSNCF_Libelle"": ""REGION DE PARIS RIVE GAUCHE"", ""UG_Libelle"": null, ""UT_Libelle"": ""CHAMARANDE GARE""}";Chamarande;Chamarande;True;False;Direction Générale des Gares Île-de-France;REGION DE PARIS RIVE GAUCHE;;CHAMARANDE GARE;1;CHK;48.514244,2.215854
01473-1;01473;0087545137;;Étampes;91150;223;Étampes;91;Essonne;2.159468;48.436661;b;;GARES B IDF LIGNE C;"[{""TVS_Code"": ""ETP""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Étampes"", ""Alias_Libelle_Fronton"": ""Étampes"", ""AgenceGC_Libelle"": ""Direction Générale des Gares Île-de-France"", ""RegionSNCF_Libelle"": ""REGION DE PARIS RIVE GAUCHE"", ""UG_Libelle"": null, ""UT_Libelle"": ""ETAMPES GARE""}";Étampes;Étampes;True;False;Direction Générale des Gares Île-de-France;REGION DE PARIS RIVE GAUCHE;;ETAMPES GARE;1;ETP;48.436661,2.159468
01489-1;01489;0087543058;;Artenay;45410;008;Artenay;45;Loiret;1.8833705;48.0808761;c;1;GARES C CENTRE;"[{""TVS_Code"": ""ATY""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Artenay"", ""Alias_Libelle_Fronton"": ""Artenay"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION CENTRE"", ""UG_Libelle"": ""UG Centre"", ""UT_Libelle"": ""ARTENAY (LOIRET) GARE""}";Artenay;Artenay;True;False;DTG Centre Ouest;REGION CENTRE;UG Centre;ARTENAY (LOIRET) GARE;1;ATY;48.0808761,1.8833705
01496-1;01496;0087497461;;Gallieni Cancéropôle;31000;555;Toulouse;31;Haute-Garonne;1.4195801;43.5730877;c;1;GARES C MIDI PYRENEES;"[{""TVS_Code"": ""OGI""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Gallieni Cancéropôle"", ""Alias_Libelle_Fronton"": ""Gallieni Cancéropôle"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION MIDI PYRENEES"", ""UG_Libelle"": ""UG Toulouse Occitanie Pyrénées"", ""UT_Libelle"": null}";Gallieni Cancéropôle;Gallieni Cancéropôle;True;False;DTG Grand Sud;REGION MIDI PYRENEES;UG Toulouse Occitanie Pyrénées;;1;OGI;43.5730877,1.4195801
01501-1;01501;0087491472;;Jarnac;16200;153;Gondeville;16;Charente;-0.1777613;45.6711292;c;1;GARES C POITOU CHARENTES;"[{""TVS_Code"": ""JCB""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Jarnac"", ""Alias_Libelle_Fronton"": ""Jarnac"", ""AgenceGC_Libelle"": ""DTG Nouvelle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION POITOU-CHARENTES AQUITAINE"", ""UG_Libelle"": ""UG Poitou-Charentes"", ""UT_Libelle"": ""JARNAC (CHARENTE) GARE""}";Jarnac;Jarnac;True;False;DTG Nouvelle Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;JARNAC (CHARENTE) GARE;1;JCB;45.6711292,-0.1777613
01502-1;01502;0087491449;;Cognac;16100;102;Cognac;16;Charente;-0.326112;45.684682;b;1;GARES B POITOU CHARENTES;"[{""TVS_Code"": ""COG""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Cognac"", ""Alias_Libelle_Fronton"": ""Cognac"", ""AgenceGC_Libelle"": ""DTG Nouvelle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION POITOU-CHARENTES AQUITAINE"", ""UG_Libelle"": ""UG Poitou-Charentes"", ""UT_Libelle"": ""COGNAC GARE""}";Cognac;Cognac;True;False;DTG Nouvelle Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;COGNAC GARE;1;COG;45.684682,-0.326112
01506-1;01506;0087491282;;Sainte-Eulalie - Carbon-Blanc;33560;397;Sainte-Eulalie;33;Gironde;-0.4939737;44.8978327;c;1;GARES C BORDEAUX METRO;"[{""TVS_Code"": ""SEK""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Sainte-Eulalie - Carbon-Blanc"", ""Alias_Libelle_Fronton"": ""Sainte-Eulalie - Carbon-Blanc"", ""AgenceGC_Libelle"": ""DTG Nouvelle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION POITOU-CHARENTES AQUITAINE"", ""UG_Libelle"": ""UG Bordeaux Métropole"", ""UT_Libelle"": ""SAINTE EULALIE CARBON BLANC GARE""}";Sainte-Eulalie - Carbon-Blanc;Sainte-Eulalie - Carbon-Blanc;True;False;DTG Nouvelle Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Bordeaux Métropole;SAINTE EULALIE CARBON BLANC GARE;1;SEK;44.8978327,-0.4939737
01520-1;01520;0087491100;;Pons;17800;283;Pons;17;Charente-Maritime;-0.5389124;45.5780767;c;1;GARES C POITOU CHARENTES;"[{""TVS_Code"": ""PNP""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Pons"", ""Alias_Libelle_Fronton"": ""Pons"", ""AgenceGC_Libelle"": ""DTG Nouvelle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION POITOU-CHARENTES AQUITAINE"", ""UG_Libelle"": ""UG Poitou-Charentes"", ""UT_Libelle"": ""PONS GARE""}";Pons;Pons;True;False;DTG Nouvelle Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;PONS GARE;1;PNP;45.5780767,-0.5389124
01523-1;01523;0087491035;;Saint-Savinien;17350;397;Saint-Savinien;17;Charente-Maritime;-0.6778775;45.8759277;c;1;GARES C POITOU CHARENTES;"[{""TVS_Code"": ""SNH""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint-Savinien"", ""Alias_Libelle_Fronton"": ""Saint-Savinien"", ""AgenceGC_Libelle"": ""DTG Nouvelle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION POITOU-CHARENTES AQUITAINE"", ""UG_Libelle"": ""UG Poitou-Charentes"", ""UT_Libelle"": ""SAINT SAVINIEN SUR CHARENTE GARE""}";Saint-Savinien;Saint-Savinien;True;False;DTG Nouvelle Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;SAINT SAVINIEN SUR CHARENTE GARE;1;SNH;45.8759277,-0.6778775
01527-1;01527;0087487884;;La Ménitré;49250;201;Ménitré;49;Maine-et-Loire;-0.275818;47.397422;b;1;GARES B PAYS DE LA LOIRE;"[{""TVS_Code"": ""MEQ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""La Ménitré"", ""Alias_Libelle_Fronton"": ""La Ménitré"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""LA MENITRE GARE""}";La Ménitré;La Ménitré;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;LA MENITRE GARE;1;MEQ;47.397422,-0.275818
01528-1;01528;0087487876;;Les Rosiers-sur-Loire;49350;261;Gennes-Val-de-Loire;49;Maine-et-Loire;-0.2205371;47.3625386;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""ROR""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Les Rosiers-sur-Loire"", ""Alias_Libelle_Fronton"": ""Les Rosiers-sur-Loire"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""LES ROSIERS SUR LOIRE GARE""}";Les Rosiers-sur-Loire;Les Rosiers-sur-Loire;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;LES ROSIERS SUR LOIRE GARE;1;ROR;47.3625386,-0.2205371
01530-1;01530;0087487637;;Montreuil-Bellay;49260;215;Montreuil-Bellay;49;Maine-et-Loire;-0.1482834;47.1254181;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""MBL""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Montreuil-Bellay"", ""Alias_Libelle_Fronton"": ""Montreuil-Bellay"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""MONTREUIL BELLAY GARE""}";Montreuil-Bellay;Montreuil-Bellay;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;MONTREUIL BELLAY GARE;1;MBL;47.1254181,-0.1482834
01535-1;01535;0087487009;;Thouars;79100;329;Thouars;79;Deux-Sèvres;-0.2097941;46.9852442;c;1;GARES C POITOU CHARENTES;"[{""TVS_Code"": ""THQ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Thouars"", ""Alias_Libelle_Fronton"": ""Thouars"", ""AgenceGC_Libelle"": ""DTG Nouvelle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Poitou-Charentes"", ""UT_Libelle"": ""THOUARS GARE""}";Thouars;Thouars;True;False;DTG Nouvelle Aquitaine;REGION PAYS DE LA LOIRE;UG Poitou-Charentes;THOUARS GARE;1;THQ;46.9852442,-0.2097941
01545-1;01545;0087486316;;Fougeré;85480;093;Fougeré;85;Vendée;-1.2319718;46.6653044;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""FUE""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Fougeré"", ""Alias_Libelle_Fronton"": ""Fougeré"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""FOUGERE GARE""}";Fougeré;Fougeré;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;FOUGERE GARE;1;FUE;46.6653044,-1.2319718
01558-1;01558;0087485342;;Beauvoir-sur-Niort;79360;031;Beauvoir-sur-Niort;79;Deux-Sèvres;-0.4687544;46.1768857;c;1;GARES C POITOU CHARENTES;"[{""TVS_Code"": ""BVK""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Beauvoir-sur-Niort"", ""Alias_Libelle_Fronton"": ""Beauvoir-sur-Niort"", ""AgenceGC_Libelle"": ""DTG Nouvelle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION POITOU-CHARENTES AQUITAINE"", ""UG_Libelle"": ""UG Poitou-Charentes"", ""UT_Libelle"": ""BEAUVOIR SUR NIORT GARE""}";Beauvoir-sur-Niort;Beauvoir-sur-Niort;True;False;DTG Nouvelle Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;BEAUVOIR SUR NIORT GARE;1;BVK;46.1768857,-0.4687544
01568-1;01568;0087485136;;Saint-Laurent-de-la-Prée - Fouras;17450;353;Saint-Laurent-de-la-Prée;17;Charente-Maritime;-1.0274305;45.9930002;c;1;GARES C POITOU CHARENTES;"[{""TVS_Code"": ""SSC""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint-Laurent-de-la-Prée - Fouras"", ""Alias_Libelle_Fronton"": ""Saint-Laurent-de-la-Prée - Fouras"", ""AgenceGC_Libelle"": ""DTG Nouvelle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION POITOU-CHARENTES AQUITAINE"", ""UG_Libelle"": ""UG Poitou-Charentes"", ""UT_Libelle"": ""SAINT LAURENT DE LA PREE GARE""}";Saint-Laurent-de-la-Prée - Fouras;Saint-Laurent-de-la-Prée - Fouras;True;False;DTG Nouvelle Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;SAINT LAURENT DE LA PREE GARE;1;SSC;45.9930002,-1.0274305
01570-1;01570;0087485102;;Angoulins sur Mer;17690;010;Angoulins;17;Charente-Maritime;-1.1154503;46.108057;c;1;GARES C POITOU CHARENTES;"[{""TVS_Code"": ""AOM""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Angoulins sur Mer"", ""Alias_Libelle_Fronton"": ""Angoulins sur Mer"", ""AgenceGC_Libelle"": ""DTG Nouvelle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION POITOU-CHARENTES AQUITAINE"", ""UG_Libelle"": ""UG Poitou-Charentes"", ""UT_Libelle"": ""ANGOULINS SUR MER GARE""}";Angoulins sur Mer;Angoulins sur Mer;True;False;DTG Nouvelle Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;ANGOULINS SUR MER GARE;1;AOM;46.108057,-1.1154503
01572-1;01572;0087484386;;Varades - Saint-Florent le Vieil;44370;213;Loireauxence;44;Loire-Atlantique;-1.019712;47.3744471;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""VDE""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Varades - Saint-Florent le Vieil"", ""Alias_Libelle_Fronton"": ""Varades - Saint-Florent-le-Vieil"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""VARADES GARE""}";Varades - Saint-Florent le Vieil;Varades - Saint-Florent-le-Vieil;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;VARADES GARE;1;VDE;47.3744471,-1.019712
01584-1;01584;0087484113;;Écouflant;49000;129;Écouflant;49;Maine-et-Loire;-0.5194782;47.5039036;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""ECT""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Écouflant"", ""Alias_Libelle_Fronton"": ""Écouflant"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""ECOUFLANT GARE""}";Écouflant;Écouflant;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;ECOUFLANT GARE;1;ECT;47.5039036,-0.5194782
01589-1;01589;0087481820;;Cordemais;44360;045;Cordemais;44;Loire-Atlantique;-1.8466771;47.3021502;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""CDQ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Cordemais"", ""Alias_Libelle_Fronton"": ""Cordemais"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""CORDEMAIS GARE""}";Cordemais;Cordemais;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;CORDEMAIS GARE;1;CDQ;47.3021502,-1.8466771
01600-1;01600;0087481697;;La Baule Les Pins;44500;055;Baule-Escoublac;44;Loire-Atlantique;-2.3648441;47.2835196;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""BFP""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""La Baule Les Pins"", ""Alias_Libelle_Fronton"": ""La Baule les Pins"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""LA BAULE LES PINS GARE""}";La Baule Les Pins;La Baule les Pins;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;LA BAULE LES PINS GARE;1;BFP;47.2835196,-2.3648441
01608-1;01608;0087481465;;Montaigu;85600;146;Montaigu;85;Vendée;-1.316236;46.983705;b;1;GARES B PAYS DE LA LOIRE;"[{""TVS_Code"": ""MTV""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Montaigu"", ""Alias_Libelle_Fronton"": ""Montaigu"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""MONTAIGU VENDEE GARE""}";Montaigu;Montaigu;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;MONTAIGU VENDEE GARE;1;MTV;46.983705,-1.316236
01609-1;01609;0087481457;;Cugand;85610;076;Cugand;85;Vendée;-1.253301;47.0582602;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""KUG""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Cugand"", ""Alias_Libelle_Fronton"": ""Cugand"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""CUGAND LA BERNARDIERE GARE""}";Cugand;Cugand;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;CUGAND LA BERNARDIERE GARE;1;KUG;47.0582602,-1.253301
01612-1;01612;0087481424;;Le Pallet;44330;117;Pallet;44;Loire-Atlantique;-1.346898;47.143831;b;1;GARES B PAYS DE LA LOIRE;"[{""TVS_Code"": ""PLL""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Le Pallet"", ""Alias_Libelle_Fronton"": ""Le Pallet"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""LE PALLET GARE""}";Le Pallet;Le Pallet;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;LE PALLET GARE;1;PLL;47.143831,-1.346898
01620-1;01620;0087481242;;Bourgneuf-en-Retz;44580;021;Villeneuve-en-Retz;44;Loire-Atlantique;-1.9551942;47.0469634;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""BGZ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Bourgneuf-en-Retz"", ""Alias_Libelle_Fronton"": ""Bourgneuf-en-Retz"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""BOURGNEUF EN RETZ GARE""}";Bourgneuf-en-Retz;Bourgneuf-en-Retz;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;BOURGNEUF EN RETZ GARE;1;BGZ;47.0469634,-1.9551942
01621-1;01621;0087481234;;Saint-Hilaire-de-Chaléons;44680;164;Saint-Hilaire-de-Chaléons;44;Loire-Atlantique;-1.8650604;47.1057704;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""ILA""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint-Hilaire-de-Chaléons"", ""Alias_Libelle_Fronton"": ""Saint-Hilaire-de-Chaléons"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""SAINT HILAIRE DE CHALEONS GARE""}";Saint-Hilaire-de-Chaléons;Saint-Hilaire-de-Chaléons;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;SAINT HILAIRE DE CHALEONS GARE;1;ILA;47.1057704,-1.8650604
01625-1;01625;0087481192;;Ancenis;44150;003;Ancenis;44;Loire-Atlantique;-1.177763;47.369334;b;2;GARES B PAYS DE LA LOIRE;"[{""TVS_Code"": ""ANC""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Ancenis"", ""Alias_Libelle_Fronton"": ""Ancenis"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""ANCENIS GARE""}";Ancenis;Ancenis;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;ANCENIS GARE;1;ANC;47.369334,-1.177763
01628-1;01628;0087481168;;Le Cellier;44850;028;Cellier;44;Loire-Atlantique;-1.3506694;47.3135164;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""LEI""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Le Cellier"", ""Alias_Libelle_Fronton"": ""Le Cellier"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""LE CELLIER GARE""}";Le Cellier;Le Cellier;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;LE CELLIER GARE;1;LEI;47.3135164,-1.3506694
01630-1;01630;0087481143;;Thouaré-sur-Loire;44470;204;Thouaré-sur-Loire;44;Loire-Atlantique;-1.4409626;47.2651143;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""THE""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Thouaré-sur-Loire"", ""Alias_Libelle_Fronton"": ""Thouaré"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""THOUARE GARE""}";Thouaré-sur-Loire;Thouaré;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;THOUARE GARE;1;THE;47.2651143,-1.4409626
