,latitude,longitude,Geo Point
0,42.4417732,3.1634033,"42.4417732,3.1634033"
1,42.4580782,1.9167264,"42.4580782,1.9167264"
2,42.457481,1.9404821,"42.457481,1.9404821"
3,42.4912317,2.0383917,"42.4912317,2.0383917"
4,42.5288009,2.249094,"42.5288009,2.249094"
5,42.6428224,2.4858388,"42.6428224,2.4858388"
6,42.6772874,2.7378217,"42.6772874,2.7378217"
7,42.6787626,2.7930798,"42.6787626,2.7930798"
8,42.8356091,2.9174466,"42.8356091,2.9174466"
9,44.5617971,3.7518919,"44.5617971,3.7518919"
10,44.522322,3.5019875,"44.522322,3.5019875"
11,44.4992638,3.4109786,"44.4992638,3.4109786"
12,42.9327725,3.0128555,"42.9327725,3.0128555"
13,43.6834141,4.2354236,"43.6834141,4.2354236"
14,44.2098159,4.0329591,"44.2098159,4.0329591"
15,43.604738,3.880674,"43.604738,3.880674"
16,44.0054278,4.9226971,"44.0054278,4.9226971"
17,43.9531783,4.9352794,"43.9531783,4.9352794"
18,44.0899478,4.8881802,"44.0899478,4.8881802"
19,44.5458415,6.2718887,"44.5458415,6.2718887"
20,44.7301546,5.0160968,"44.7301546,5.0160968"
21,45.048857,5.0498,"45.048857,5.0498"
22,45.072183,4.839967,"45.072183,4.839967"
23,45.186395,4.81439,"45.186395,4.81439"
24,43.3518976,5.3770681,"43.3518976,5.3770681"
25,43.5515285,6.9816599,"43.5515285,6.9816599"
26,43.5581088,6.9720902,"43.5581088,6.9720902"
27,43.5134929,6.9367978,"43.5134929,6.9367978"
28,44.089922,7.5941608,"44.089922,7.5941608"
29,43.8397674,7.3517085,"43.8397674,7.3517085"
30,43.785202,7.517297,"43.785202,7.517297"
31,43.76203,7.48139,"43.76203,7.48139"
32,43.7205382,7.3943362,"43.7205382,7.3943362"
33,43.108867,6.124223,"43.108867,6.124223"
34,43.639061,5.088569,"43.639061,5.088569"
35,43.6999662,5.0913333,"43.6999662,5.0913333"
36,43.7409571,5.0733645,"43.7409571,5.0733645"
37,43.33447,5.1975675,"43.33447,5.1975675"
38,43.4071317,4.9846006,"43.4071317,4.9846006"
39,43.4031137,5.3701756,"43.4031137,5.3701756"
40,43.6440076,5.5395738,"43.6440076,5.5395738"
41,43.8231945,5.7933241,"43.8231945,5.7933241"
42,45.324154,5.56517,"45.324154,5.56517"
43,44.6709898,5.6973678,"44.6709898,5.6973678"
44,44.911996,5.6339702,"44.911996,5.6339702"
45,45.0476532,5.6854542,"45.0476532,5.6854542"
46,45.26245,5.901472,"45.26245,5.901472"
47,45.290417,5.632119,"45.290417,5.632119"
48,45.996415,6.9345425,"45.996415,6.9345425"
49,45.9657075,6.910179,"45.9657075,6.910179"
50,45.8935639,6.796924,"45.8935639,6.796924"
51,45.9088517,6.7726673,"45.9088517,6.7726673"
52,46.077772,6.416524,"46.077772,6.416524"
53,46.0111205,6.17568,"46.0111205,6.17568"
54,45.9395239,6.1232736,"45.9395239,6.1232736"
55,46.397915,6.577457,"46.397915,6.577457"
56,46.369004,6.481669,"46.369004,6.481669"
57,46.199222,6.23652,"46.199222,6.23652"
58,46.1092875,5.96735,"46.1092875,5.96735"
59,46.109425,5.823483,"46.109425,5.823483"
60,46.1834877,5.3258417,"46.1834877,5.3258417"
61,46.053961,5.3343285,"46.053961,5.3343285"
62,45.193365,6.658161,"45.193365,6.658161"
63,45.524636,5.680772,"45.524636,5.680772"
64,45.457027,6.292521,"45.457027,6.292521"
65,45.571302,5.919547,"45.571302,5.919547"
66,45.2537695,3.1965518,"45.2537695,3.1965518"
67,45.1214503,3.9054101,"45.1214503,3.9054101"
68,45.14211,3.7365537,"45.14211,3.7365537"
69,45.2101978,3.5004445,"45.2101978,3.5004445"
70,45.4670838,3.2621478,"45.4670838,3.2621478"
71,45.723796,3.188666,"45.723796,3.188666"
72,45.778945,3.100543,"45.778945,3.100543"
73,46.039383,4.063207,"46.039383,4.063207"
74,45.2597792,4.1372431,"45.2597792,4.1372431"
75,45.3947427,4.3223823,"45.3947427,4.3223823"
76,45.47257,4.51695,"45.47257,4.51695"
77,45.464843,4.379601,"45.464843,4.379601"
78,45.443366,4.399722,"45.443366,4.399722"
79,45.153022,5.718943,"45.153022,5.718943"
80,46.1763913,4.7421014,"46.1763913,4.7421014"
81,46.2461762,4.7840233,"46.2461762,4.7840233"
82,46.282884,4.778876,"46.282884,4.778876"
83,46.3921451,4.8710626,"46.3921451,4.8710626"
84,46.56668,4.906647,"46.56668,4.906647"
85,45.833915,5.006969,"45.833915,5.006969"
86,45.560277,5.450092,"45.560277,5.450092"
87,45.6276,5.150866,"45.6276,5.150866"
88,45.371797,4.795402,"45.371797,4.795402"
89,45.540285,4.868273,"45.540285,4.868273"
90,45.58237,4.794843,"45.58237,4.794843"
91,45.62716,4.81806,"45.62716,4.81806"
92,45.6072601,4.796144,"45.6072601,4.796144"
93,45.7066772,4.8245059,"45.7066772,4.8245059"
94,46.0610834,4.4921137,"46.0610834,4.4921137"
95,45.8449944,4.6603815,"45.8449944,4.6603815"
96,45.782142,4.735912,"45.782142,4.735912"
97,45.815143,4.7613451,"45.815143,4.7613451"
98,45.76601,4.827057,"45.76601,4.827057"
99,47.0359922,5.6366081,"47.0359922,5.6366081"
100,47.2925132,6.199733,"47.2925132,6.199733"
101,46.66858,5.551108,"46.66858,5.551108"
102,46.8231806,5.6439849,"46.8231806,5.6439849"
103,46.5392164,6.0176446,"46.5392164,6.0176446"
104,46.6545926,5.9438595,"46.6545926,5.9438595"
105,46.879207,6.2659748,"46.879207,6.2659748"
106,46.8701507,6.2133331,"46.8701507,6.2133331"
107,46.900944,6.353524,"46.900944,6.353524"
108,46.6309,5.2174853,"46.6309,5.2174853"
109,47.023053,4.848379,"47.023053,4.848379"
110,47.0841982,4.9171231,"47.0841982,4.9171231"
111,47.2274694,4.999058,"47.2274694,4.999058"
112,47.618747,4.33616,"47.618747,4.33616"
113,47.4385905,4.6700223,"47.4385905,4.6700223"
114,47.2559157,5.0727895,"47.2559157,5.0727895"
115,47.3351085,4.860963,"47.3351085,4.860963"
116,47.5377695,3.6350455,"47.5377695,3.6350455"
117,47.4666984,3.5207672,"47.4666984,3.5207672"
118,46.8652207,3.3179944,"46.8652207,3.3179944"
119,46.4435849,3.3606477,"46.4435849,3.3606477"
120,46.9314165,3.0718704,"46.9314165,3.0718704"
121,46.5020038,3.8788002,"46.5020038,3.8788002"
122,46.2074552,4.3454278,"46.2074552,4.3454278"
123,46.447312,4.113744,"46.447312,4.113744"
124,46.8924768,4.6758424,"46.8924768,4.6758424"
125,46.8619444,4.2960996,"46.8619444,4.2960996"
126,46.862799,4.2449659,"46.862799,4.2449659"
127,46.8679082,4.1838415,"46.8679082,4.1838415"
128,48.844888,2.37352,"48.844888,2.37352"
129,48.2934325,2.4012177,"48.2934325,2.4012177"
130,47.699088,2.636205,"47.699088,2.636205"
131,47.8527938,2.7375773,"47.8527938,2.7375773"
132,47.4957553,3.9124463,"47.4957553,3.9124463"
133,47.960998,3.513191,"47.960998,3.513191"
134,48.534933,2.54459,"48.534933,2.54459"
135,48.529319,2.572953,"48.529319,2.572953"
136,48.406531,2.799184,"48.406531,2.799184"
137,48.382171,2.81593,"48.382171,2.81593"
138,48.475567,2.691606,"48.475567,2.691606"
139,48.540086,2.624116,"48.540086,2.624116"
140,48.56563,2.5938,"48.56563,2.5938"
141,48.628305,2.568935,"48.628305,2.568935"
142,48.592637,2.461572,"48.592637,2.461572"
143,48.625507,2.428581,"48.625507,2.428581"
144,48.63442,2.45209,"48.63442,2.45209"
145,48.676182,2.386391,"48.676182,2.386391"
146,43.1679394,-1.2380129,"43.1679394,-1.2380129"
147,43.2682991,-1.3453233,"43.2682991,-1.3453233"
148,43.3781301,-1.4279003,"43.3781301,-1.4279003"
149,43.4048083,-1.4489654,"43.4048083,-1.4489654"
150,43.4253491,-1.6098615,"43.4253491,-1.6098615"
151,43.459397,-1.545915,"43.459397,-1.545915"
152,43.5468102,-1.1157577,"43.5468102,-1.1157577"
153,43.9781851,-0.7361528,"43.9781851,-0.7361528"
154,44.0069764,-0.8093835,"44.0069764,-0.8093835"
155,43.1833684,-0.0214839,"43.1833684,-0.0214839"
156,43.114273,0.387367,"43.114273,0.387367"
157,43.239955,0.069415,"43.239955,0.069415"
158,45.1253044,2.9791866,"45.1253044,2.9791866"
159,44.786038,2.2497669,"44.786038,2.2497669"
160,45.864715,3.0031455,"45.864715,3.0031455"
161,46.4147461,2.6001018,"46.4147461,2.6001018"
162,46.4641418,2.6028771,"46.4641418,2.6028771"
163,43.4330358,1.661081,"43.4330358,1.661081"
164,44.2913982,2.5544751,"44.2913982,2.5544751"
165,43.4977847,2.3747346,"43.4977847,2.3747346"
166,43.5425692,2.2594728,"43.5425692,2.2594728"
167,43.623928,2.0895781,"43.623928,2.0895781"
168,43.703479,1.813146,"43.703479,1.813146"
169,43.819751,1.730567,"43.819751,1.730567"
170,44.4751593,2.0787662,"44.4751593,2.0787662"
171,44.1423958,1.8851014,"44.1423958,1.8851014"
172,44.5272762,2.2393128,"44.5272762,2.2393128"
173,44.6746197,1.8697681,"44.6746197,1.8697681"
174,44.7734284,1.7223028,"44.7734284,1.7223028"
175,43.6354791,1.439154,"43.6354791,1.439154"
176,43.6163055,1.3141157,"43.6163055,1.3141157"
177,42.7642849,1.7531248,"42.7642849,1.7531248"
178,43.464824,1.324449,"43.464824,1.324449"
179,43.0684511,2.2182832,"43.0684511,2.2182832"
180,45.9596691,2.1617231,"45.9596691,2.1617231"
181,46.3212869,2.2700972,"46.3212869,2.2700972"
182,46.0910959,1.6736439,"46.0910959,1.6736439"
183,46.883564,1.8642473,"46.883564,1.8642473"
184,46.809737,1.699536,"46.809737,1.699536"
185,44.6270124,1.0490908,"44.6270124,1.0490908"
186,44.7773978,1.0118831,"44.7773978,1.0118831"
187,44.8632733,1.0434666,"44.8632733,1.0434666"
188,44.9411916,1.0081942,"44.9411916,1.0081942"
189,45.1511154,1.1601301,"45.1511154,1.1601301"
190,45.034329,0.354071,"45.034329,0.354071"
191,45.0999632,0.4450162,"45.0999632,0.4450162"
192,45.139027,0.522808,"45.139027,0.522808"
193,45.2865966,0.7486706,"45.2865966,0.7486706"
194,45.536175,1.5415396,"45.536175,1.5415396"
195,44.9424281,1.7344108,"44.9424281,1.7344108"
196,44.9501471,1.7062871,"44.9501471,1.7062871"
197,45.1911631,1.4472859,"45.1911631,1.4472859"
198,45.1816781,1.6412346,"45.1816781,1.6412346"
199,45.139681,1.3655086,"45.139681,1.3655086"
200,45.1267128,1.2267493,"45.1267128,1.2267493"
201,45.3546898,1.9797531,"45.3546898,1.9797531"
202,45.3294801,1.8810793,"45.3294801,1.8810793"
203,45.6076224,1.0261372,"45.6076224,1.0261372"
204,45.8696297,0.8117415,"45.8696297,0.8117415"
205,45.9273896,1.1723974,"45.9273896,1.1723974"
206,45.9944577,1.4803853,"45.9944577,1.4803853"
207,45.6995226,1.3472667,"45.6995226,1.3472667"
208,45.6005968,1.9248147,"45.6005968,1.9248147"
209,45.7889106,1.5514368,"45.7889106,1.5514368"
210,45.8635812,1.4406315,"45.8635812,1.4406315"
211,44.2987224,0.3352388,"44.2987224,0.3352388"
212,44.4430308,0.8850548,"44.4430308,0.8850548"
213,44.208311,0.620932,"44.208311,0.620932"
214,45.0114075,-0.0026606,"45.0114075,-0.0026606"
215,45.1573163,-0.0189768,"45.1573163,-0.0189768"
216,44.8558291,0.7899658,"44.8558291,0.7899658"
217,44.8347538,0.3319427,"44.8347538,0.3319427"
218,44.5628433,0.0451406,"44.5628433,0.0451406"
219,44.5783064,-0.3022296,"44.5783064,-0.3022296"
220,44.639879,-1.116,"44.639879,-1.116"
221,44.632507,-1.025556,"44.632507,-1.025556"
222,44.690543,-0.85381,"44.690543,-0.85381"
223,44.9012933,-0.5223144,"44.9012933,-0.5223144"
224,45.5081769,-1.1175894,"45.5081769,-1.1175894"
225,43.3132339,5.3676221,"43.3132339,5.3676221"
226,47.2787925,1.6678267,"47.2787925,1.6678267"
227,46.9996897,2.8221695,"46.9996897,2.8221695"
228,47.0349061,2.6523757,"47.0349061,2.6523757"
229,46.7265409,2.4859441,"46.7265409,2.4859441"
230,47.3902731,1.8345356,"47.3902731,1.8345356"
231,47.1001505,2.2819971,"47.1001505,2.2819971"
232,47.3835442,1.9580537,"47.3835442,1.9580537"
233,47.226497,2.059822,"47.226497,2.059822"
234,46.4051106,0.7186918,"46.4051106,0.7186918"
235,46.5261427,0.4117391,"46.5261427,0.4117391"
236,46.4174979,0.8737467,"46.4174979,0.8737467"
237,46.703544,0.4210161,"46.703544,0.4210161"
238,46.7595303,0.4963446,"46.7595303,0.4963446"
239,46.8746283,0.5691164,"46.8746283,0.5691164"
240,47.2020438,0.6336449,"47.2020438,0.6336449"
241,47.693141,1.0119896,"47.693141,1.0119896"
242,47.3377228,0.9877583,"47.3377228,0.9877583"
243,47.3715058,0.8199079,"47.3715058,0.8199079"
244,47.6802248,1.4540981,"47.6802248,1.4540981"
245,47.778365,1.625938,"47.778365,1.625938"
246,47.8117535,1.668127,"47.8117535,1.668127"
247,47.2677425,0.3618999,"47.2677425,0.3618999"
248,47.3070191,0.5354805,"47.3070191,0.5354805"
249,47.821937,1.021143,"47.821937,1.021143"
250,48.86079,2.325671,"48.86079,2.325671"
251,48.842285,2.364891,"48.842285,2.364891"
252,48.74032,2.35298,"48.74032,2.35298"
253,48.1862958,1.3861845,"48.1862958,1.3861845"
254,48.2750095,1.6222874,"48.2750095,1.6222874"
255,48.582364,2.222138,"48.582364,2.222138"
256,48.725468,2.419151,"48.725468,2.419151"
257,48.66952,2.33182,"48.66952,2.33182"
258,48.3744455,2.0598748,"48.3744455,2.0598748"
259,48.1416904,1.9128148,"48.1416904,1.9128148"
260,48.0266215,1.8793013,"48.0266215,1.8793013"
261,44.9356421,-0.477021,"44.9356421,-0.477021"
262,45.0151419,-0.4198843,"45.0151419,-0.4198843"
263,45.4387456,-0.44164,"45.4387456,-0.44164"
264,45.7007999,-0.5265079,"45.7007999,-0.5265079"
265,47.269,-0.07136,"47.269,-0.07136"
266,47.0331153,-1.1173797,"47.0331153,-1.1173797"
267,46.7166736,-1.9496838,"46.7166736,-1.9496838"
268,46.5486605,-1.76738,"46.5486605,-1.76738"
269,46.676779,-1.2820678,"46.676779,-1.2820678"
270,46.4638232,-1.1674217,"46.4638232,-1.1674217"
271,46.9069172,-1.3712431,"46.9069172,-1.3712431"
272,46.67212,-1.435621,"46.67212,-1.435621"
273,46.4354949,0.116555,"46.4354949,0.116555"
274,46.1990832,-0.428404,"46.1990832,-0.428404"
275,46.2345203,-0.4069449,"46.2345203,-0.4069449"
276,46.1995881,-0.6737264,"46.1995881,-0.6737264"
277,46.113238,-0.762284,"46.113238,-0.762284"
278,45.947189,-0.963556,"45.947189,-0.963556"
279,46.15269,-1.145305,"46.15269,-1.145305"
280,47.3817332,-0.6540004,"47.3817332,-0.6540004"
281,47.617532,-0.469347,"47.617532,-0.469347"
282,47.2747167,-1.7857107,"47.2747167,-1.7857107"
283,47.289836,-2.507442,"47.289836,-2.507442"
284,47.2825404,-2.4331446,"47.2825404,-2.4331446"
285,47.300426,-2.1932575,"47.300426,-2.1932575"
286,47.4419243,-1.5033645,"47.4419243,-1.5033645"
287,47.2972029,-1.548012,"47.2972029,-1.548012"
288,48.0967372,-0.8858084,"48.0967372,-0.8858084"
289,48.1340521,-0.2921804,"48.1340521,-0.2921804"
290,48.6144207,-1.9058105,"48.6144207,-1.9058105"
291,48.4764049,-1.7654125,"48.4764049,-1.7654125"
292,48.3507382,-1.6859729,"48.3507382,-1.6859729"
293,48.307292,-1.674155,"48.307292,-1.674155"
294,47.4817568,-2.0503661,"47.4817568,-2.0503661"
295,48.7207491,-3.9833434,"48.7207491,-3.9833434"
296,48.6768402,-3.98731,"48.6768402,-3.98731"
297,48.5078255,-3.8825543,"48.5078255,-3.8825543"
298,47.9267473,-3.7065268,"47.9267473,-3.7065268"
299,47.960273,-3.832763,"47.960273,-3.832763"
300,48.2016033,-4.094308,"48.2016033,-4.094308"
301,48.761873,-3.1181396,"48.761873,-3.1181396"
302,48.4584133,-3.3704584,"48.4584133,-3.3704584"
303,48.4996127,-2.8439358,"48.4996127,-2.8439358"
304,48.3332957,-2.2356578,"48.3332957,-2.2356578"
305,48.2844264,-2.155593,"48.2844264,-2.155593"
306,48.2484804,-2.1452204,"48.2484804,-2.1452204"
307,48.112224,-1.4667757,"48.112224,-1.4667757"
308,48.122671,-1.211754,"48.122671,-1.211754"
309,48.11918,-1.69107,"48.11918,-1.69107"
310,47.7297956,-1.8510921,"47.7297956,-1.8510921"
311,47.9350963,-1.7601845,"47.9350963,-1.7601845"
312,45.91993,6.8667152,"45.91993,6.8667152"
313,48.7018622,-0.3682036,"48.7018622,-0.3682036"
314,49.302482,-1.244938,"49.302482,-1.244938"
315,49.1625444,-1.1266871,"49.1625444,-1.1266871"
316,49.06786,-1.2445285,"49.06786,-1.2445285"
317,49.116975,-1.099525,"49.116975,-1.099525"
318,43.593438,1.417986,"43.593438,1.417986"
319,49.3159865,0.0099283,"49.3159865,0.0099283"
320,49.1505827,0.2271143,"49.1505827,0.2271143"
321,49.138299,0.231143,"49.138299,0.231143"
322,43.441734,5.237122,"43.441734,5.237122"
323,46.16755,-1.1518412,"46.16755,-1.1518412"
324,48.930895,2.51502,"48.930895,2.51502"
325,49.5429758,0.189426,"49.5429758,0.189426"
326,49.603396,0.417489,"49.603396,0.417489"
327,49.5136336,0.1989828,"49.5136336,0.1989828"
328,49.551284,1.070046,"49.551284,1.070046"
329,49.6031854,1.3347457,"49.6031854,1.3347457"
330,49.5232183,1.2478526,"49.5232183,1.2478526"
331,49.6365717,0.8497988,"49.6365717,0.8497988"
332,49.479935,1.050485,"49.479935,1.050485"
333,49.4129479,1.102362,"49.4129479,1.102362"
334,49.3248177,1.098964,"49.3248177,1.098964"
335,49.448764,1.094087,"49.448764,1.094087"
336,49.3100006,3.7331444,"49.3100006,3.7331444"
337,47.6707702,0.3165096,"47.6707702,0.3165096"
338,47.8744544,-0.0981755,"47.8744544,-0.0981755"
339,47.9304199,0.0853466,"47.9304199,0.0853466"
340,48.1864887,0.639711,"48.1864887,0.639711"
341,48.1602933,-0.1995868,"48.1602933,-0.1995868"
342,48.303495,0.1056788,"48.303495,0.1056788"
343,48.151513,0.1908607,"48.151513,0.1908607"
344,48.0705577,0.1997294,"48.0705577,0.1997294"
345,48.303937,1.2448745,"48.303937,1.2448745"
346,48.3255926,0.8103045,"48.3255926,0.8103045"
347,48.3834826,0.8487023,"48.3834826,0.8487023"
348,48.477867,1.1414359,"48.477867,1.1414359"
349,48.4827197,1.5228734,"48.4827197,1.5228734"
350,48.5854793,1.5920651,"48.5854793,1.5920651"
351,48.4366725,1.4529681,"48.4366725,1.4529681"
352,48.80224,1.8153507,"48.80224,1.8153507"
353,48.81550666129636,1.876934489891097,"48.81550666129636,1.876934489891097"
354,48.7751158,2.0066335,"48.7751158,2.0066335"
355,48.675859,2.3339755,"48.675859,2.3339755"
356,48.7424857,0.9291925,"48.7424857,0.9291925"
357,48.7264211,2.2575281,"48.7264211,2.2575281"
358,48.7650042,2.1635294,"48.7650042,2.1635294"
359,48.7958005,1.6027371,"48.7958005,1.6027371"
360,48.8239168,1.9930652,"48.8239168,1.9930652"
361,48.8593599,1.8755696,"48.8593599,1.8755696"
362,48.839464,2.2712276,"48.839464,2.2712276"
363,48.8047497,2.1882472,"48.8047497,2.1882472"
364,48.8190033,2.2296743,"48.8190033,2.2296743"
365,48.9922407,1.955265,"48.9922407,1.955265"
366,48.0390754,7.1528861,"48.0390754,7.1528861"
367,48.9551835,2.0919031,"48.9551835,2.0919031"
368,49.0484932,2.0118725,"49.0484932,2.0118725"
369,49.0496151,2.0343975,"49.0496151,2.0343975"
370,48.87155,2.22131,"48.87155,2.22131"
371,48.90592,2.26838,"48.90592,2.26838"
372,48.99042,2.16208,"48.99042,2.16208"
373,48.96864,2.19358,"48.96864,2.19358"
374,49.00564,1.90213,"49.00564,1.90213"
375,49.00687,1.91922,"49.00687,1.91922"
376,48.95042,2.23088,"48.95042,2.23088"
377,48.8936804,1.8715159,"48.8936804,1.8715159"
378,48.97011,2.07739,"48.97011,2.07739"
379,49.01824,2.09104,"49.01824,2.09104"
380,49.2204964,1.905543,"49.2204964,1.905543"
381,49.2024666,1.9206361,"49.2024666,1.9206361"
382,49.16268,1.93671,"49.16268,1.93671"
383,49.07598,2.02513,"49.07598,2.02513"
384,48.91348,2.27256,"48.91348,2.27256"
385,48.8853581,2.2979465,"48.8853581,2.2979465"
386,43.5956037,1.4014496,"43.5956037,1.4014496"
387,50.17662,3.24118,"50.17662,3.24118"
388,50.3124545,3.121943,"50.3124545,3.121943"
389,50.44542,3.03244,"50.44542,3.03244"
390,50.33624,3.0142,"50.33624,3.0142"
391,50.3318146,3.4893247,"50.3318146,3.4893247"
392,50.3351257,2.8409809,"50.3351257,2.8409809"
393,50.5414529,2.8366078,"50.5414529,2.8366078"
394,50.52799,2.80482,"50.52799,2.80482"
395,50.61399,2.46277,"50.61399,2.46277"
396,50.3162525,2.9414975,"50.3162525,2.9414975"
397,50.0958521,2.7344755,"50.0958521,2.7344755"
398,50.52144,2.64055,"50.52144,2.64055"
399,48.11281,-1.60211,"48.11281,-1.60211"
400,48.82984,2.37684,"48.82984,2.37684"
401,43.921586,4.786079,"43.921586,4.786079"
403,50.1875408,1.7045772,"50.1875408,1.7045772"
404,50.422891,1.895345,"50.422891,1.895345"
405,50.4470409,1.8313826,"50.4470409,1.8313826"
406,50.4661948,1.7691662,"50.4661948,1.7691662"
407,50.41579,1.64805,"50.41579,1.64805"
408,49.340531,2.2725858,"49.340531,2.2725858"
409,49.7366368,1.8260404,"49.7366368,1.8260404"
410,49.3473824,2.1164133,"49.3473824,2.1164133"
411,49.2885368,2.1361486,"49.2885368,2.1361486"
412,49.42648,2.08869,"49.42648,2.08869"
413,49.8532165,2.5819031,"49.8532165,2.5819031"
414,49.86295,2.52141,"49.86295,2.52141"
415,49.5619878,2.5815586,"49.5619878,2.5815586"
416,49.4446439,2.4179608,"49.4446439,2.4179608"
417,49.75448,2.36419,"49.75448,2.36419"
418,49.92838,2.20059,"49.92838,2.20059"
419,50.1319709,3.9140099,"50.1319709,3.9140099"
420,49.8596168,3.9817635,"49.8596168,3.9817635"
421,49.6274493,3.2503611,"49.6274493,3.2503611"
422,49.7380842,3.2519756,"49.7380842,3.2519756"
423,49.9501964,3.43268,"49.9501964,3.43268"
424,49.57061,3.62443,"49.57061,3.62443"
425,50.1980095,3.8105316,"50.1980095,3.8105316"
426,50.1185513,3.9485876,"50.1185513,3.9485876"
427,50.19749,3.84337,"50.19749,3.84337"
428,50.2655833,3.93961,"50.2655833,3.93961"
429,49.91455,4.08432,"49.91455,4.08432"
430,50.8620636,2.1576706,"50.8620636,2.1576706"
431,50.5492981,3.1586612,"50.5492981,3.1586612"
432,50.6966975,2.8289655,"50.6966975,2.8289655"
433,50.6205699,3.0986481,"50.6205699,3.0986481"
434,50.6218591,3.1598992,"50.6218591,3.1598992"
435,50.5793139,3.051975,"50.5793139,3.051975"
436,50.5661459,2.9261079,"50.5661459,2.9261079"
437,50.5920123,2.961977,"50.5920123,2.961977"
438,50.72501,2.54129,"50.72501,2.54129"
439,50.66697,2.97729,"50.66697,2.97729"
440,50.6128165,3.0170581,"50.6128165,3.0170581"
441,50.6070495,2.990153,"50.6070495,2.990153"
442,50.952267,2.1942305,"50.952267,2.1942305"
443,50.901221,1.810891,"50.901221,1.810891"
444,49.19471,2.20717,"49.19471,2.20717"
445,49.422005,2.823679,"49.422005,2.823679"
446,49.07777,2.20528,"49.07777,2.20528"
447,49.02193,2.22885,"49.02193,2.22885"
448,49.07062,2.17526,"49.07062,2.17526"
449,49.11346,2.28759,"49.11346,2.28759"
450,49.14795,2.27914,"49.14795,2.27914"
451,49.02273,2.36325,"49.02273,2.36325"
452,49.3373064,2.6828025,"49.3373064,2.6828025"
453,49.126985,2.5058656,"49.126985,2.5058656"
454,49.0496573,2.5018967,"49.0496573,2.5018967"
455,49.03234,2.47633,"49.03234,2.47633"
456,49.29276,2.44894,"49.29276,2.44894"
457,48.97016,2.26377,"48.97016,2.26377"
458,49.04709,2.09545,"49.04709,2.09545"
459,49.04527,2.10651,"49.04527,2.10651"
460,49.01955,2.15371,"49.01955,2.15371"
461,48.98032,2.27176,"48.98032,2.27176"
462,48.97309,2.30699,"48.97309,2.30699"
463,48.9915767,2.6652718,"48.9915767,2.6652718"
464,48.94743,2.52474,"48.94743,2.52474"
465,48.93179,2.49431,"48.93179,2.49431"
466,48.9242,2.38443,"48.9242,2.38443"
467,48.7299065,7.2516808,"48.7299065,7.2516808"
468,48.7429595,7.095885,"48.7429595,7.095885"
469,48.73808,7.05285,"48.73808,7.05285"
470,48.3471556,7.1103726,"48.3471556,7.1103726"
471,48.4590026,7.2074902,"48.4590026,7.2074902"
472,48.5257763,7.3385385,"48.5257763,7.3385385"
473,48.5337753,7.4621581,"48.5337753,7.4621581"
474,48.53705,7.50044,"48.53705,7.50044"
475,48.5439674,7.5868091,"48.5439674,7.5868091"
476,48.54699,7.62794,"48.54699,7.62794"
477,48.48701,7.49772,"48.48701,7.49772"
478,48.46219,7.48881,"48.46219,7.48881"
479,48.3637643,7.4504053,"48.3637643,7.4504053"
480,48.3099953,7.494471,"48.3099953,7.494471"
481,48.7177903,7.7971027,"48.7177903,7.7971027"
482,49.0318895,7.9501435,"49.0318895,7.9501435"
483,48.9347687,7.8827184,"48.9347687,7.8827184"
484,48.9163252,7.8314949,"48.9163252,7.8314949"
485,48.9523989,7.6341348,"48.9523989,7.6341348"
486,48.872013,7.6781895,"48.872013,7.6781895"
487,46.4841223,0.3168298,"46.4841223,0.3168298"
488,48.8134498,7.7827255,"48.8134498,7.7827255"
489,48.9237982,8.1409912,"48.9237982,8.1409912"
490,48.7964628,7.9893194,"48.7964628,7.9893194"
491,48.6651895,7.8247832,"48.6651895,7.8247832"
492,48.4617328,7.6603581,"48.4617328,7.6603581"
493,48.7536468,7.6005468,"48.7536468,7.6005468"
494,48.6447732,7.721389,"48.6447732,7.721389"
495,48.584967,7.734584,"48.584967,7.734584"
496,45.7878115,4.7309383,"45.7878115,4.7309383"
497,49.0559404,7.1410655,"49.0559404,7.1410655"
498,49.1073357,7.0686398,"49.1073357,7.0686398"
499,49.1066949,6.9775394,"49.1066949,6.9775394"
500,49.0036084,6.4769285,"49.0036084,6.4769285"
501,49.0453391,6.6039774,"49.0453391,6.6039774"
502,49.1379541,6.8282982,"49.1379541,6.8282982"
503,48.9521683,6.0392275,"48.9521683,6.0392275"
504,49.028635,6.052101,"49.028635,6.052101"
505,49.0140249,6.3950968,"49.0140249,6.3950968"
506,49.13673,6.16791,"49.13673,6.16791"
507,49.246713,6.043226,"49.246713,6.043226"
508,49.2182988,5.9991714,"49.2182988,5.9991714"
509,49.458836,6.371972,"49.458836,6.371972"
510,47.683269,6.4925787,"47.683269,6.4925787"
511,47.3966577,6.4920574,"47.3966577,6.4920574"
512,47.4554849,6.6890071,"47.4554849,6.6890071"
513,47.5105086,6.8013763,"47.5105086,6.8013763"
514,47.8869059,7.2840467,"47.8869059,7.2840467"
515,47.8569694,7.2672555,"47.8569694,7.2672555"
516,48.0285326,7.1040522,"48.0285326,7.1040522"
517,47.8975893,6.9871347,"47.8975893,6.9871347"
518,47.8899651,6.997519,"47.8899651,6.997519"
519,47.8728596,7.0287447,"47.8728596,7.0287447"
520,47.8088208,7.1069795,"47.8088208,7.1069795"
521,48.0352559,7.1186307,"48.0352559,7.1186307"
522,47.802,7.1737,"47.802,7.1737"
