,latitude,longitude,Geo Point
1105,48.282225,6.948656,"48.282225,6.948656"
1106,48.178005,6.441787,"48.178005,6.441787"
1107,47.8100902,5.4432217,"47.8100902,5.4432217"
1108,48.77304,6.13061,"48.77304,6.13061"
1109,48.6128788,6.1378364,"48.6128788,6.1378364"
1110,48.4283359,6.7912343,"48.4283359,6.7912343"
1111,48.5050204,6.6592265,"48.5050204,6.6592265"
1112,48.5195062,6.6325613,"48.5195062,6.6325613"
1113,48.5034859,6.3932959,"48.5034859,6.3932959"
1114,48.5599456,6.4496444,"48.5599456,6.4496444"
1115,48.564971,6.386953,"48.564971,6.386953"
1116,48.623275,6.343478,"48.623275,6.343478"
1117,49.1797269,3.1207223,"49.1797269,3.1207223"
1118,49.1355418,3.075653,"49.1355418,3.075653"
1119,48.950741,3.125577,"48.950741,3.125577"
1120,48.95936,3.025394,"48.95936,3.025394"
1121,48.96013551,2.94953688,"48.96013551,2.94953688"
1122,48.7393088,2.75957134,"48.7393088,2.75957134"
1123,48.52959,3.25602,"48.52959,3.25602"
1124,48.874128,2.582484,"48.874128,2.582484"
1125,48.806034,2.618004,"48.806034,2.618004"
1126,48.795481,2.650165,"48.795481,2.650165"
1127,48.922211,2.516874,"48.922211,2.516874"
1128,48.823039,2.541761,"48.823039,2.541761"
1129,48.854238,2.489097,"48.854238,2.489097"
1130,48.883125,2.527106,"48.883125,2.527106"
1131,48.894208,2.4786,"48.894208,2.4786"
1132,44.4820108,3.4560976,"44.4820108,3.4560976"
1133,43.12099,-0.60408,"43.12099,-0.60408"
1134,47.6175,6.86919,"47.6175,6.86919"
1135,48.9548,2.39209,"48.9548,2.39209"
1136,47.58659,6.89903,"47.58659,6.89903"
1137,47.0832616,-2.0341408,"47.0832616,-2.0341408"
1138,47.1055419,-1.8138744,"47.1055419,-1.8138744"
1139,47.1380806,-1.6810992,"47.1380806,-1.6810992"
1140,47.0505741,-1.1828046,"47.0505741,-1.1828046"
1141,48.076206,-0.760907,"48.076206,-0.760907"
1142,48.4961248,-2.0036608,"48.4961248,-2.0036608"
1143,48.4993822,-1.9617515,"48.4993822,-1.9617515"
1144,48.646859,-2.004158,"48.646859,-2.004158"
1145,48.593655,-1.8432199,"48.593655,-1.8432199"
1146,47.665169,-2.75245,"47.665169,-2.75245"
1147,47.7823179,-3.1940402,"47.7823179,-3.1940402"
1148,47.759578,-3.1251313,"47.759578,-3.1251313"
1149,48.57797,-3.832514,"48.57797,-3.832514"
1150,48.2544024,-4.0861227,"48.2544024,-4.0861227"
1151,48.3926343,-4.2855034,"48.3926343,-4.2855034"
1152,48.6980361,-3.1644959,"48.6980361,-3.1644959"
1153,48.4803156,-3.2738023,"48.4803156,-3.2738023"
1154,48.5216785,-2.2289207,"48.5216785,-2.2289207"
1155,48.555659,-3.143343,"48.555659,-3.143343"
1156,48.5332189,-2.9746782,"48.5332189,-2.9746782"
1157,48.4702462,-2.6524629,"48.4702462,-2.6524629"
1158,48.4256462,-2.4424607,"48.4256462,-2.4424607"
1159,47.918742,-1.4319925,"47.918742,-1.4319925"
1160,47.652004,-2.08777,"47.652004,-2.08777"
1161,47.9717527,-1.7495654,"47.9717527,-1.7495654"
1162,48.2134717,-2.110452,"48.2134717,-2.110452"
1163,48.190241,-2.052675,"48.190241,-2.052675"
1164,48.8299461,-1.4072231,"48.8299461,-1.4072231"
1165,48.433884,0.098531,"48.433884,0.098531"
1166,48.766229,0.620014,"48.766229,0.620014"
1167,48.6647685,0.1344097,"48.6647685,0.1344097"
1168,48.738545,-0.025291,"48.738545,-0.025291"
1169,49.360005,0.084167,"49.360005,0.084167"
1170,49.2870379,0.1921947,"49.2870379,0.1921947"
1171,49.1411192,-0.2603256,"49.1411192,-0.2603256"
1172,49.2493263,-0.8809741,"49.2493263,-0.8809741"
1173,49.2161315,-0.5960138,"49.2161315,-0.5960138"
1174,49.2425356,4.013869,"49.2425356,4.013869"
1175,49.3170928,1.1596559,"49.3170928,1.1596559"
1176,49.091336,1.47857,"49.091336,1.47857"
1177,49.6770346,1.1097122,"49.6770346,1.1097122"
1178,49.608289,0.5969601,"49.608289,0.5969601"
1179,49.5612151,0.3310234,"49.5612151,0.3310234"
1180,49.492996,0.125677,"49.492996,0.125677"
1181,49.5566781,1.2762275,"49.5566781,1.2762275"
1182,49.549123,0.953517,"49.549123,0.953517"
1183,47.8246286,0.2691867,"47.8246286,0.2691867"
1184,47.8740074,0.2172097,"47.8740074,0.2172097"
1185,47.9285663,0.1898826,"47.9285663,0.1898826"
1186,48.1138773,0.1931016,"48.1138773,0.1931016"
1187,48.3668028,1.3248851,"48.3668028,1.3248851"
1188,48.4077566,1.3734019,"48.4077566,1.3734019"
1189,48.4381825,1.3892882,"48.4381825,1.3892882"
1190,48.8415189,2.0618388,"48.8415189,2.0618388"
1191,48.7004413,2.3081837,"48.7004413,2.3081837"
1192,48.7513289,2.2157279,"48.7513289,2.2157279"
1193,48.7314561,1.3701604,"48.7314561,1.3701604"
1194,48.8295827,1.6689566,"48.8295827,1.6689566"
1195,48.8267809,1.7028344,"48.8267809,1.7028344"
1196,48.8316509,1.9432973,"48.8316509,1.9432973"
1197,48.7437672,1.920809,"48.7437672,1.920809"
1198,48.8147527,2.2410999,"48.8147527,2.2410999"
1199,48.841172,2.320514,"48.841172,2.320514"
1200,49.0741722,0.7727865,"49.0741722,0.7727865"
1201,49.018748,1.149629,"49.018748,1.149629"
1202,48.9631225,1.8085932,"48.9631225,1.8085932"
1203,48.971825,1.8484987,"48.971825,1.8484987"
1204,48.9927897,1.9129871,"48.9927897,1.9129871"
1205,48.9199636,2.1850828,"48.9199636,2.1850828"
1206,48.9093952,2.2396414,"48.9093952,2.2396414"
1207,48.876242,2.325331,"48.876242,2.325331"
1208,48.8096525,2.1347523,"48.8096525,2.1347523"
1209,48.86822,2.0766932,"48.86822,2.0766932"
1210,48.82746,2.20051,"48.82746,2.20051"
1211,48.83839,2.18692,"48.83839,2.18692"
1212,48.89831,2.24804,"48.89831,2.24804"
1213,48.99646,2.09783,"48.99646,2.09783"
1214,48.98035,2.18019,"48.98035,2.18019"
1215,48.98099,2.00577,"48.98099,2.00577"
1216,48.9387638,1.8405298,"48.9387638,1.8405298"
1217,48.90917,1.85708,"48.90917,1.85708"
1218,48.94336,1.54191,"48.94336,1.54191"
1219,49.09969,1.97076,"49.09969,1.97076"
1220,48.88755,2.31425,"48.88755,2.31425"
1221,48.92383,2.25939,"48.92383,2.25939"
1222,48.8644077,2.272238,"48.8644077,2.272238"
1223,47.2069513,-1.5109069,"47.2069513,-1.5109069"
1224,46.742483,5.9198128,"46.742483,5.9198128"
1225,50.2780892,3.3319096,"50.2780892,3.3319096"
1226,50.43192,2.98697,"50.43192,2.98697"
1227,50.41556,2.91206,"50.41556,2.91206"
1228,50.434139,2.7716316,"50.434139,2.7716316"
1229,50.4378798,2.7933955,"50.4378798,2.7933955"
1230,50.426818,2.828254,"50.426818,2.828254"
1231,50.371677,3.089986,"50.371677,3.089986"
1232,50.3102834,3.3434016,"50.3102834,3.3434016"
1233,50.3345415,3.388699,"50.3345415,3.388699"
1234,50.363259,3.517115,"50.363259,3.517115"
1235,50.3732316,2.8229549,"50.3732316,2.8229549"
1236,50.4827036,2.4812098,"50.4827036,2.4812098"
1237,50.5477246,2.8661707,"50.5477246,2.8661707"
1238,50.6523561,2.4729218,"50.6523561,2.4729218"
1239,50.35297,2.5928045,"50.35297,2.5928045"
1240,50.1694124,2.7880351,"50.1694124,2.7880351"
1241,50.286673,2.781942,"50.286673,2.781942"
1242,43.7543539,7.4482077,"43.7543539,7.4482077"
1243,49.01426,2.07886,"49.01426,2.07886"
1244,46.669918,0.377209,"46.669918,0.377209"
1245,46.3355913,2.6115119,"46.3355913,2.6115119"
1246,50.0541988,1.416837,"50.0541988,1.416837"
1247,50.10221,1.82449,"50.10221,1.82449"
1248,50.8500679,1.8120345,"50.8500679,1.8120345"
1249,49.9647735,2.5981885,"49.9647735,2.5981885"
1250,49.9435191,2.5396593,"49.9435191,2.5396593"
1251,49.6852237,1.7743058,"49.6852237,1.7743058"
1252,49.6545751,1.8305169,"49.6545751,1.8305169"
1253,49.5306261,1.9970829,"49.5306261,1.9970829"
1254,49.3680779,2.2204386,"49.3680779,2.2204386"
1255,49.73985,3.07052,"49.73985,3.07052"
1256,49.4331452,2.7059434,"49.4331452,2.7059434"
1257,49.64147,2.563,"49.64147,2.563"
1258,49.77699,2.47582,"49.77699,2.47582"
1259,49.50364,2.42949,"49.50364,2.42949"
1260,49.5723315,2.4370074,"49.5723315,2.4370074"
1261,49.626389,2.3845164,"49.626389,2.3845164"
1262,50.0472341,1.8988404,"50.0472341,1.8988404"
1263,49.9822011,2.0661412,"49.9822011,2.0661412"
1264,49.8933575,2.2837132,"49.8933575,2.2837132"
1265,49.9556384,2.5726254,"49.9556384,2.5726254"
1266,49.6307907,3.6559914,"49.6307907,3.6559914"
1267,49.6486805,3.6677085,"49.6486805,3.6677085"
1268,49.6574494,3.4335692,"49.6574494,3.4335692"
1269,49.6915989,3.2711145,"49.6915989,3.2711145"
1270,49.9884143,3.4431289,"49.9884143,3.4431289"
1271,50.0397236,3.4461174,"50.0397236,3.4461174"
1272,49.5439229,3.5766816,"49.5439229,3.5766816"
1273,50.1845311,3.8366811,"50.1845311,3.8366811"
1274,50.146144,3.871144,"50.146144,3.871144"
1275,50.1031718,3.626754,"50.1031718,3.626754"
1276,49.984892,4.0929803,"49.984892,4.0929803"
1277,50.01541,4.05357,"50.01541,4.05357"
1278,50.2840466,4.0445029,"50.2840466,4.0445029"
1279,50.61845,3.2347796,"50.61845,3.2347796"
1280,50.62403,3.13026,"50.62403,3.13026"
1281,50.5599254,3.1495133,"50.5599254,3.1495133"
1282,50.71683,3.16804,"50.71683,3.16804"
1283,50.72916,2.73445,"50.72916,2.73445"
1284,50.713459,2.7855769,"50.713459,2.7855769"
1285,50.7536204,2.2667624,"50.7536204,2.2667624"
1286,50.8254043,2.2079599,"50.8254043,2.2079599"
1287,50.87567,2.07636,"50.87567,2.07636"
1288,50.8920781,1.9712144,"50.8920781,1.9712144"
1289,51.0026884,2.3133547,"51.0026884,2.3133547"
1290,50.978736,2.1232852,"50.978736,2.1232852"
1291,50.7875916,2.4599722,"50.7875916,2.4599722"
1292,50.831522,2.4083063,"50.831522,2.4083063"
1293,50.96901,2.42574,"50.96901,2.42574"
1294,51.03047,2.368961,"51.03047,2.368961"
1295,44.8265601,-0.6261402,"44.8265601,-0.6261402"
1296,49.5341405,2.9540017,"49.5341405,2.9540017"
1297,49.09182,2.20238,"49.09182,2.20238"
1298,49.06611,2.32229,"49.06611,2.32229"
1299,48.98462,2.35358,"48.98462,2.35358"
1300,49.06004,2.13046,"49.06004,2.13046"
1301,49.00758,2.19767,"49.00758,2.19767"
1302,48.98539,2.2568,"48.98539,2.2568"
1303,48.97975,2.29189,"48.97975,2.29189"
1304,49.263757,2.4692439,"49.263757,2.4692439"
1305,48.92007,2.31441,"48.92007,2.31441"
1306,49.1189923,2.3989116,"49.1189923,2.3989116"
1307,49.4393862,3.4027491,"49.4393862,3.4027491"
1308,49.2910309,3.2773026,"49.2910309,3.2773026"
1309,49.2726851,3.2301676,"49.2726851,3.2301676"
1310,49.25026,3.0937,"49.25026,3.0937"
1311,48.97569,2.64247,"48.97569,2.64247"
1312,48.96292,2.51205,"48.96292,2.51205"
1313,48.94467,2.5667,"48.94467,2.5667"
1314,48.93601,2.53484,"48.93601,2.53484"
1315,48.96633,2.31688,"48.96633,2.31688"
1316,48.880185,2.355151,"48.880185,2.355151"
1317,50.639224,3.075796,"50.639224,3.075796"
1318,48.9405,7.18529,"48.9405,7.18529"
1319,48.4076094,7.165329,"48.4076094,7.165329"
1320,48.5076495,7.2700936,"48.5076495,7.2700936"
1321,48.51812,7.29391,"48.51812,7.29391"
1322,48.50525,7.49093,"48.50525,7.49093"
1323,48.2869344,7.4301867,"48.2869344,7.4301867"
1324,48.3987556,7.6196003,"48.3987556,7.6196003"
1325,48.3735367,7.584125,"48.3735367,7.584125"
1326,48.3389532,7.5353085,"48.3389532,7.5353085"
1327,48.9200646,7.3811114,"48.9200646,7.3811114"
1328,48.8510962,8.0623108,"48.8510962,8.0623108"
1329,48.5324375,7.6897861,"48.5324375,7.6897861"
1330,48.7331082,7.7004016,"48.7331082,7.7004016"
1331,49.36682,5.89139,"49.36682,5.89139"
1332,49.5129923,5.7696358,"49.5129923,5.7696358"
1333,49.091627,7.0915336,"49.091627,7.0915336"
1334,49.1181603,6.8618926,"49.1181603,6.8618926"
1335,49.051605,6.6646267,"49.051605,6.6646267"
1336,49.085873,6.7206141,"49.085873,6.7206141"
1337,49.2056957,5.9360165,"49.2056957,5.9360165"
1338,49.0634035,6.3109926,"49.0634035,6.3109926"
1339,49.1487965,6.155621,"49.1487965,6.155621"
1340,49.2608222,6.1358897,"49.2608222,6.1358897"
1341,49.3805708,6.2348709,"49.3805708,6.2348709"
1342,49.353931,6.169543,"49.353931,6.169543"
1343,47.9138876,6.3372988,"47.9138876,6.3372988"
1344,47.8148606,6.3726593,"47.8148606,6.3726593"
1345,47.7031399,6.7012773,"47.7031399,6.7012773"
1346,47.4473777,6.5812614,"47.4473777,6.5812614"
1347,47.6216292,6.9214733,"47.6216292,6.9214733"
1348,47.6480822,6.8462281,"47.6480822,6.8462281"
1349,47.633284,6.853956,"47.633284,6.853956"
1350,47.8133155,7.0938473,"47.8133155,7.0938473"
1351,48.0133301,7.0733383,"48.0133301,7.0733383"
1352,48.0246077,7.0875666,"48.0246077,7.0875666"
1353,47.8273719,7.078514,"47.8273719,7.078514"
1354,48.0383438,7.1341728,"48.0383438,7.1341728"
1355,48.0166417,7.3206381,"48.0166417,7.3206381"
1356,47.742224,7.342396,"47.742224,7.342396"
1357,47.74713,7.308477,"47.74713,7.308477"
1358,48.0758611,7.2609746,"48.0758611,7.2609746"
1359,48.6965426,5.7336468,"48.6965426,5.7336468"
1360,49.10645,5.06506,"49.10645,5.06506"
1361,48.4442977,5.143503,"48.4442977,5.143503"
1362,48.8240449,4.9855736,"48.8240449,4.9855736"
1363,49.7010822,4.8438063,"49.7010822,4.8438063"
1364,50.1044507,4.7616512,"50.1044507,4.7616512"
1365,49.865621,4.74053,"49.865621,4.74053"
1366,49.214806,3.994632,"49.214806,3.994632"
1367,49.3296003,4.0134623,"49.3296003,4.0134623"
1368,49.408017,3.973137,"49.408017,3.973137"
1369,49.1511332,4.2569742,"49.1511332,4.2569742"
1370,49.2781012,3.8915287,"49.2781012,3.8915287"
1371,48.91779,2.35134,"48.91779,2.35134"
1372,48.0461722,6.5818945,"48.0461722,6.5818945"
1373,48.3269843,6.8882777,"48.3269843,6.8882777"
1374,48.404002,6.837302,"48.404002,6.837302"
1375,48.3046291,7.0854904,"48.3046291,7.0854904"
1376,47.9811282,6.2952683,"47.9811282,6.2952683"
1377,48.2366981,5.1239383,"48.2366981,5.1239383"
1378,48.6219545,6.1709118,"48.6219545,6.1709118"
1379,48.6792561,5.7912761,"48.6792561,5.7912761"
1380,46.1757013,5.5585203,"46.1757013,5.5585203"
1381,49.091821,3.063081,"49.091821,3.063081"
1382,49.021929,3.031718,"49.021929,3.031718"
1383,48.90314191,2.81059946,"48.90314191,2.81059946"
1384,48.808006,3.08225,"48.808006,3.08225"
1385,48.613564,2.88881,"48.613564,2.88881"
1386,48.644689,2.825006,"48.644689,2.825006"
1387,48.89244,2.499415,"48.89244,2.499415"
1388,48.838846,2.494331,"48.838846,2.494331"
1389,48.87099,2.48559,"48.87099,2.48559"
1390,48.882568,2.480987,"48.882568,2.480987"
1391,48.898096,2.400685,"48.898096,2.400685"
1392,43.17892,-0.6069,"43.17892,-0.6069"
1393,47.54952,6.93511,"47.54952,6.93511"
1394,47.45272,-0.4696,"47.45272,-0.4696"
1395,45.69002,4.83229,"45.69002,4.83229"
1396,48.96,2.34251,"48.96,2.34251"
1397,48.9439,2.4115,"48.9439,2.4115"
1398,42.5063705,2.1600389,"42.5063705,2.1600389"
1399,42.5229486,2.2227279,"42.5229486,2.2227279"
1400,42.6170988,2.4294184,"42.6170988,2.4294184"
1401,42.6682396,2.6242863,"42.6682396,2.6242863"
1402,42.6888961,2.6937502,"42.6888961,2.6937502"
1403,42.4829582,3.1250496,"42.4829582,3.1250496"
1404,42.5136077,3.1025762,"42.5136077,3.1025762"
1405,42.54397,3.022349,"42.54397,3.022349"
1406,42.7664405,2.86789,"42.7664405,2.86789"
1407,44.5286125,3.628178,"44.5286125,3.628178"
1408,44.066553,2.983784,"44.066553,2.983784"
1409,44.4477632,3.1958518,"44.4477632,3.1958518"
1410,44.5089682,3.252057,"44.5089682,3.252057"
1411,43.6912097,3.1689379,"43.6912097,3.1689379"
1412,43.3181964,3.5355281,"43.3181964,3.5355281"
1413,43.190387,3.00591,"43.190387,3.00591"
1414,44.228602,4.0102736,"44.228602,4.0102736"
1415,44.4395099,3.9240146,"44.4395099,3.9240146"
1416,43.672678,4.0601085,"43.672678,4.0601085"
1417,43.679392,4.131086,"43.679392,4.131086"
1418,43.917393,5.047615,"43.917393,5.047615"
1419,43.801331,4.657206,"43.801331,4.657206"
1420,44.271525,4.707908,"44.271525,4.707908"
1421,44.4433646,4.7046262,"44.4433646,4.7046262"
1422,44.567008,6.496773,"44.567008,6.496773"
1423,44.519428,5.7545655,"44.519428,5.7545655"
1424,44.563693,6.085638,"44.563693,6.085638"
1425,44.6944365,5.1940397,"44.6944365,5.1940397"
1426,45.256006,5.4735849,"45.256006,5.4735849"
1427,44.7544973,4.8171679,"44.7544973,4.8171679"
1428,44.7796035,4.8305412,"44.7796035,4.8305412"
1429,43.548787,6.986601,"43.548787,6.986601"
1430,43.4313701,6.8564997,"43.4313701,6.8564997"
1431,44.1125561,7.5627976,"44.1125561,7.5627976"
1432,44.0625669,7.6056235,"44.0625669,7.6056235"
1433,43.7427854,7.3114604,"43.7427854,7.3114604"
1434,43.774444,7.4933,"43.774444,7.4933"
1435,43.704556,7.261904,"43.704556,7.261904"
1436,43.3902379,6.3430972,"43.3902379,6.3430972"
1437,43.122586,5.824979,"43.122586,5.824979"
1438,43.6223344,4.8003403,"43.6223344,4.8003403"
1439,43.3398078,5.0517077,"43.3398078,5.0517077"
1440,43.3929209,5.0257804,"43.3929209,5.0257804"
1441,43.428029,4.974579,"43.428029,4.974579"
1442,43.5153953,4.9804272,"43.5153953,4.9804272"
1443,43.5511577,5.0402963,"43.5511577,5.0402963"
1444,43.3695993,5.3578102,"43.3695993,5.3578102"
1445,43.296045,5.56658,"43.296045,5.56658"
1446,43.3624191,5.3399592,"43.3624191,5.3399592"
1447,43.363628,5.3213598,"43.363628,5.3213598"
1448,43.7343716,7.3025298,"43.7343716,7.3025298"
1449,43.434747,5.426148,"43.434747,5.426148"
1450,43.302666,5.380407,"43.302666,5.380407"
1451,44.8272443,5.6050622,"44.8272443,5.6050622"
1452,45.0437667,5.7017874,"45.0437667,5.7017874"
1453,45.1251549,5.6998669,"45.1251549,5.6998669"
1454,45.341941,5.974136,"45.341941,5.974136"
1455,45.3688217,5.5346895,"45.3688217,5.5346895"
1456,45.9067455,6.8391969,"45.9067455,6.8391969"
1457,45.8992065,6.8258755,"45.8992065,6.8258755"
1458,45.9244592,6.763444,"45.9244592,6.763444"
1459,45.906423,6.701331,"45.906423,6.701331"
1460,46.06756,6.303885,"46.06756,6.303885"
1461,45.862989,5.947938,"45.862989,5.947938"
1462,45.785946,5.9483418,"45.785946,5.9483418"
1463,45.7245161,5.9221751,"45.7245161,5.9221751"
1464,46.142044,6.0855358,"46.142044,6.0855358"
1465,46.2381265,5.6298849,"46.2381265,5.6298849"
1466,46.2202097,5.4210929,"46.2202097,5.4210929"
1467,46.1944145,5.3977089,"46.1944145,5.3977089"
1468,46.0115941,5.3382579,"46.0115941,5.3382579"
1469,45.216916,6.4719135,"45.216916,6.4719135"
1470,45.5741713,6.7338182,"45.5741713,6.7338182"
1471,45.5393185,6.4687785,"45.5393185,6.4687785"
1472,45.5421091,5.5754876,"45.5421091,5.5754876"
1473,45.5363048,5.8131468,"45.5363048,5.8131468"
1474,45.1829093,3.911422,"45.1829093,3.911422"
1475,45.8610502,3.5431798,"45.8610502,3.5431798"
1476,45.8427833,3.4903254,"45.8427833,3.4903254"
1477,44.654092,3.8915631,"44.654092,3.8915631"
1478,45.3006493,3.3786344,"45.3006493,3.3786344"
1479,45.3653797,3.3106747,"45.3653797,3.3106747"
1480,45.664911,3.207079,"45.664911,3.207079"
1481,45.983812,3.1605115,"45.983812,3.1605115"
1482,45.7885543,3.2377829,"45.7885543,3.2377829"
1483,46.209185,3.430614,"46.209185,3.430614"
1484,44.919217,3.673517,"44.919217,3.673517"
1485,45.817858,4.187443,"45.817858,4.187443"
1486,46.023984,4.086248,"46.023984,4.086248"
1487,45.3711611,4.1983439,"45.3711611,4.1983439"
1488,45.3948228,4.2610375,"45.3948228,4.2610375"
1489,45.5291194,4.1824904,"45.5291194,4.1824904"
1490,45.565928,4.293438,"45.565928,4.293438"
1491,45.417128,4.392734,"45.417128,4.392734"
1492,46.4509279,4.8840722,"46.4509279,4.8840722"
1493,46.0638765,5.0731097,"46.0638765,5.0731097"
1494,45.9503701,4.9775148,"45.9503701,4.9775148"
1495,45.8966784,4.919752,"45.8966784,4.919752"
1496,45.820264,4.875315,"45.820264,4.875315"
1497,45.84777,5.057503,"45.84777,5.057503"
1498,45.827421,4.976986,"45.827421,4.976986"
1499,45.5611596,5.3761179,"45.5611596,5.3761179"
1500,45.583954,5.273401,"45.583954,5.273401"
1501,45.705551,4.888109,"45.705551,4.888109"
1502,45.6737721,4.7636596,"45.6737721,4.7636596"
1503,45.521207,4.874211,"45.521207,4.874211"
1504,45.5957662,4.7725754,"45.5957662,4.7725754"
1505,45.6456478,4.8132908,"45.6456478,4.8132908"
1506,45.9816414,4.5069346,"45.9816414,4.5069346"
1507,45.885545,4.6222625,"45.885545,4.6222625"
1508,45.811097,4.6012445,"45.811097,4.6012445"
1509,46.111917,4.729028,"46.111917,4.729028"
1510,45.9068815,4.7785643,"45.9068815,4.7785643"
1511,45.987705,4.2150753,"45.987705,4.2150753"
1512,46.976911,5.799644,"46.976911,5.799644"
1513,47.14975,6.342275,"47.14975,6.342275"
1514,47.1691016,6.2130861,"47.1691016,6.2130861"
1515,47.1500962,5.659147,"47.1500962,5.659147"
1516,47.247019,6.022003,"47.247019,6.022003"
1517,46.5262166,6.023578,"46.5262166,6.023578"
1518,47.4060132,5.1281864,"47.4060132,5.1281864"
1519,47.370587,5.079358,"47.370587,5.079358"
1520,46.9964114,5.1513121,"46.9964114,5.1513121"
1521,47.2212533,5.2653478,"47.2212533,5.2653478"
1522,47.543054,4.462602,"47.543054,4.462602"
1523,47.0872036,5.2551914,"47.0872036,5.2551914"
1524,47.254807,3.6773226,"47.254807,3.6773226"
1525,46.7940793,3.9693245,"46.7940793,3.9693245"
1526,46.837362,3.467274,"46.837362,3.467274"
1527,46.7283203,3.1720842,"46.7283203,3.1720842"
1528,47.6464312,2.7337154,"47.6464312,2.7337154"
1529,46.987282,3.150743,"46.987282,3.150743"
1530,46.5370137,3.7821607,"46.5370137,3.7821607"
1531,46.6706636,4.3610264,"46.6706636,4.3610264"
1532,46.694064,4.3913585,"46.694064,4.3913585"
1533,47.1396975,3.0395468,"47.1396975,3.0395468"
1534,48.0964767,2.7726332,"48.0964767,2.7726332"
1535,48.1471796,2.7628787,"48.1471796,2.7628787"
1536,48.267884,2.685754,"48.267884,2.685754"
1537,47.797645,3.58514,"47.797645,3.58514"
1538,48.286287,3.201463,"48.286287,3.201463"
1539,48.564549,2.542493,"48.564549,2.542493"
1540,48.3787751,2.8971614,"48.3787751,2.8971614"
1541,48.4871358,2.7514043,"48.4871358,2.7514043"
1542,48.5104579,2.6788796,"48.5104579,2.6788796"
1543,48.394462,2.763995,"48.394462,2.763995"
1544,48.595519,2.583678,"48.595519,2.583678"
1545,48.708094,2.462224,"48.708094,2.462224"
1546,48.745198,2.438192,"48.745198,2.438192"
1547,48.5735652,2.479586,"48.5735652,2.479586"
1548,48.606095,2.463701,"48.606095,2.463701"
1549,48.39304,2.39312,"48.39304,2.39312"
1550,48.65343,2.395797,"48.65343,2.395797"
1551,48.648004,2.435939,"48.648004,2.435939"
1552,43.3699568,-1.7643532,"43.3699568,-1.7643532"
1553,43.4313998,-1.4564514,"43.4313998,-1.4564514"
1554,43.5685809,-1.4571793,"43.5685809,-1.4571793"
1555,43.5870509,-1.4288712,"43.5870509,-1.4288712"
1556,43.6713719,-1.2412599,"43.6713719,-1.2412599"
1557,43.1947669,-0.6122826,"43.1947669,-0.6122826"
1558,43.153939,-0.5076467,"43.153939,-0.5076467"
1559,43.1482723,-0.4558864,"43.1482723,-0.4558864"
1560,43.2335932,-0.391462,"43.2335932,-0.391462"
1561,43.2857104,-0.3791261,"43.2857104,-0.3791261"
1562,43.1818351,-0.2416429,"43.1818351,-0.2416429"
1563,43.1269731,-0.1982813,"43.1269731,-0.1982813"
1564,44.8565391,2.2355043,"44.8565391,2.2355043"
1565,44.7061543,2.1995656,"44.7061543,2.1995656"
1566,46.295102,2.739949,"46.295102,2.739949"
1567,46.3497686,2.5918028,"46.3497686,2.5918028"
1568,46.2241289,2.9849368,"46.2241289,2.9849368"
1569,43.3638769,1.7872687,"43.3638769,1.7872687"
1570,44.2704368,2.4275453,"44.2704368,2.4275453"
1571,43.85639,1.80823,"43.85639,1.80823"
1572,43.905969,1.894855,"43.905969,1.894855"
1573,43.2441014,2.1191467,"43.2441014,2.1191467"
1574,43.398537,1.714725,"43.398537,1.714725"
1575,44.5555678,2.2182582,"44.5555678,2.2182582"
1576,44.464619,2.4077585,"44.464619,2.4077585"
1577,44.522951,2.2718666,"44.522951,2.2718666"
1578,44.8183562,1.6573487,"44.8183562,1.6573487"
1579,43.5305367,1.5329207,"43.5305367,1.5329207"
1580,43.6459862,1.4286153,"43.6459862,1.4286153"
1581,43.621364,1.289237,"43.621364,1.289237"
1582,43.6330525,0.8676246,"43.6330525,0.8676246"
1583,43.9241555,1.264501,"43.9241555,1.264501"
1584,43.8654687,1.2760011,"43.8654687,1.2760011"
1585,43.8269619,1.3023292,"43.8269619,1.3023292"
1586,42.5894535,1.8002635,"42.5894535,1.8002635"
1587,43.116207,1.619451,"43.116207,1.619451"
1588,43.0415593,1.6284818,"43.0415593,1.6284818"
1589,43.579674,1.450209,"43.579674,1.450209"
1590,43.1385721,0.934859,"43.1385721,0.934859"
1591,43.179617,0.972543,"43.179617,0.972543"
1592,43.298206,1.212531,"43.298206,1.212531"
1593,43.3563239,1.2519529,"43.3563239,1.2519529"
1594,43.611206,1.453616,"43.611206,1.453616"
1595,45.8864021,2.169543,"45.8864021,2.169543"
1596,46.1986154,2.1744416,"46.1986154,2.1744416"
1597,46.6265259,1.5076773,"46.6265259,1.5076773"
1598,46.6946801,1.5629763,"46.6946801,1.5629763"
1599,46.7357683,1.5901964,"46.7357683,1.5901964"
1600,44.9768912,0.9571897,"44.9768912,0.9571897"
1601,45.1601857,1.0686905,"45.1601857,1.0686905"
1602,45.1562615,0.9776842,"45.1562615,0.9776842"
1603,45.006326,0.159328,"45.006326,0.159328"
1604,45.0794691,0.4173893,"45.0794691,0.4173893"
1605,45.1233004,0.4923106,"45.1233004,0.4923106"
1606,45.2445887,0.6882106,"45.2445887,0.6882106"
1607,45.187408,0.707879,"45.187408,0.707879"
1608,45.2488414,1.3986965,"45.2488414,1.3986965"
1609,45.0379541,1.6007045,"45.0379541,1.6007045"
1610,44.902127,1.466605,"44.902127,1.466605"
1611,45.0146074,1.4831648,"45.0146074,1.4831648"
1612,45.2589385,1.4731471,"45.2589385,1.4731471"
