,Min,nb_gare_1kms,nb_gare_3kms,nb_gare_5kms,nb_gare_10kms,nb_gare_20kms
25779,2.1044598811611324,0,1,4,6,14
25780,13.87336328709312,0,0,0,0,3
25781,8.637142219212363,0,0,0,1,3
25782,34.95106926815072,0,0,0,0,0
25783,1.22012845967949,0,2,4,13,22
25784,1.4675665725458926,0,1,1,3,6
25785,7.501040431763613,0,0,0,1,3
25786,0.2643627155330366,11,73,232,612,998
25787,0.5310491610275434,1,3,5,11,20
25788,1.1287164203272186,0,1,1,2,11
25789,0.2342017931384757,10,82,244,618,995
25790,0.5799679158096599,5,51,182,592,966
25791,1.037736955342721,0,1,3,12,26
25792,0.2244545628700597,1,1,1,2,5
25793,2.5843652581933383,0,1,2,3,10
25794,4.746522344253763,0,0,1,2,8
25795,13.335194608739036,0,0,0,0,6
25796,1.6976168086137944,0,2,2,5,10
25797,2.2046791149740117,0,8,18,80,611
25798,1.3957007583359595,0,2,2,6,10
25799,1.0387211113903212,0,1,2,3,5
25800,3.0092860270763206,0,0,1,1,4
25801,1.0723605950058948,0,1,1,1,2
25802,0.6781022101979651,1,2,2,6,10
25803,0.4653941010068522,2,4,6,8,36
25804,0.9568120991015984,1,28,62,280,918
25805,3.32031763292042,0,0,2,7,20
25806,17.152792569850256,0,0,0,0,3
25807,1.2491854292139886,0,2,4,8,18
25808,0.7242028842252031,1,48,166,557,997
25809,0.5504902540523231,1,3,4,9,26
25810,1.2696010430079396,0,3,9,17,29
25811,14.591825584587506,0,0,0,0,4
25812,2.219670305038928,0,2,9,17,104
25813,0.70951018776719,1,1,2,4,8
25814,8.121546472497315,0,0,0,1,3
25815,4.904105462465168,0,0,1,6,24
25816,12.657479065815192,0,0,0,0,3
25817,5.648993914365038,0,0,0,1,4
25818,5.133148261759254,0,0,0,35,191
25819,0.7156030356095331,5,33,73,454,974
25820,0.6046776426704922,1,1,2,2,5
25821,19.49105620637345,0,0,0,0,1
25822,1.3492372864978486,0,4,5,10,21
25823,1.927990111868649,0,8,18,49,265
25824,4.918796118027542,0,0,1,1,4
25825,0.9124467410602168,1,1,1,1,3
25826,21.854406001962342,0,0,0,0,0
25827,2.290692502318818,0,2,2,4,10
25828,3.480845644406569,0,0,1,4,8
25829,14.665766899497106,0,0,0,0,11
25830,9.792619609581202,0,0,0,1,1
25831,9.994626681593004,0,0,0,1,5
25832,1.5948118713102315,0,1,2,5,15
25833,1.0653466198359542,0,2,3,8,19
25834,4.756549825221149,0,0,1,2,10
25835,0.9780913887086236,1,1,1,1,2
25836,0.7469577381468173,1,2,6,11,22
